基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
017074,嘉实清洁能源股票发起式C,股票型,0.02,嘉实基金,0.5338,李涛,2022-11-22,None,None,None,None
010488,鹏华优选成长混合A,混合型-偏股,19.68,鹏华基金,0.5334,蒋鑫,2020-12-16,16.96%,-1.18,-45.87%,None
011207,创金合信竞争优势混合C,混合型-偏股,1.33,创金合信基金,0.5334,李游,2021-01-25,24.77%,-0.89,-49.77%,None
013871,招商能源转型混合A,混合型-偏股,0.97,招商基金,0.5330,任琳娜,2022-02-08,None,None,None,None
011237,摩根行业睿选股票C,股票型,2.63,摩根资产管理,0.5326,李博,2022-08-18,23.90%,-0.90,-48.93%,None
010718,前海开源优质企业6个月持有混合C,混合型-偏股,4.32,前海开源基金,0.5326,曲扬,2021-01-08,21.70%,-0.84,-42.05%,None
014044,银华富利精选混合C,混合型-偏股,0.03,银华基金,0.5320,焦巍,2021-12-01,None,None,None,None
016075,华夏智造升级混合A,混合型-偏股,0.68,华夏基金,0.5320,吴昊,2022-11-18,None,None,None,None
012696,同泰数字经济股票A,股票型,0.63,同泰基金,0.5319,陈宗超,2021-07-27,None,None,None,None
010559,汇安鑫利优选混合C,混合型-偏股,0.41,汇安基金,0.5319,刘田,2023-05-29,20.41%,-0.96,-45.10%,None
506008,长城科创两年定开混合A,混合型-偏股,1.68,长城基金,0.5315,赵凤飞,2021-09-01,None,None,None,None
009861,鹏华新兴成长混合A,混合型-偏股,11.74,鹏华基金,0.5314,梁浩,2020-07-17,22.61%,-0.81,-42.49%,None
013313,富国中证科创创业50ETF联接A,指数型-股票,2.36,富国基金,0.5308,曹璐迪,2021-08-24,None,None,None,None
012889,工银兴瑞一年持有期混合C,混合型-偏股,1.07,工银瑞信基金,0.5305,谭冬寒,2021-09-15,None,None,None,None
013384,恒生前海高端制造混合C,混合型-偏股,0.03,恒生前海基金,0.5305,祁滕,2022-07-27,None,None,None,None
012390,中欧产业前瞻混合A,混合型-偏股,13.21,中欧基金,0.5304,李帅,2021-06-16,None,None,-46.79%,None
016102,申万菱信碳中和智选混合发起C,混合型-偏股,0.03,申万菱信基金,0.5302,王剑,2023-02-08,None,None,None,None
010366,鹏华中证医药卫生(LOF)C,指数型-股票,0.28,鹏华基金,0.5299,张羽翔,2021-08-24,21.88%,-1.06,-52.13%,None
010187,嘉实核心成长混合C,混合型-偏股,2.79,嘉实基金,0.5298,归凯,2020-10-28,19.38%,-1.20,-51.96%,None
011815,恒越优势精选混合,混合型-偏股,2.20,恒越基金,0.5298,叶佳,2021-03-30,31.16%,-0.87,-58.60%,None
011523,前海联合产业趋势混合A,混合型-偏股,0.34,前海联合,0.5298,林材,2021-08-17,None,None,None,None
015732,尚正新能源产业混合A,混合型-偏股,0.23,尚正基金,0.5298,张志梅,2022-08-10,None,None,None,None
013304,易方达中证科创创业50ETF联接A,指数型-股票,11.23,易方达基金,0.5295,伍臣东,2021-10-20,None,None,None,None
013314,富国中证科创创业50ETF联接C,指数型-股票,1.38,富国基金,0.5293,曹璐迪,2021-08-24,None,None,None,None
012710,华夏核心成长混合C,混合型-偏股,0.35,华夏基金,0.5291,吕佳玮,2021-12-03,None,None,None,None
011870,前海开源国家比较优势混合C,混合型-灵活,0.34,前海开源基金,0.5290,曲扬,2021-03-25,20.97%,-1.14,-53.19%,None
012411,海富通成长领航混合C,混合型-偏股,0.44,海富通基金,0.5290,范庭芳,2021-12-07,None,None,None,None
012348,天弘恒生科技指数(QDII)A,指数型-海外股票,44.36,天弘基金,0.5284,胡超,2021-07-06,None,None,None,None
014269,嘉实北交所精选两年定期混合A,混合型-偏股,1.84,嘉实基金,0.5282,刘杰,2021-11-23,None,None,None,None
012149,国投瑞银产业趋势混合C,混合型-偏股,9.77,国投瑞银基金,0.5281,施成,2021-06-09,35.32%,-0.66,-51.99%,None
011673,长城医药科技六个月持有混合A,混合型-偏股,4.17,长城基金,0.5278,谭小兵,2021-06-09,22.01%,-0.94,-47.31%,None
012086,博时健康生活混合A,混合型-偏股,1.58,博时基金,0.5277,陈西铭,2023-03-14,None,None,-46.43%,None
011924,嘉实港股互联网产业核心资产A,混合型-偏股,2.10,嘉实基金,0.5276,王贵重,2021-08-18,None,None,None,None
017571,华夏中证新能源ETF发起式联接A,指数型-股票,0.14,华夏基金,0.5276,司帆,2024-05-31,None,None,None,None
014695,长盛先进制造六个月持有混合A,混合型-偏股,0.31,长盛基金,0.5275,王柄方,2023-04-13,None,None,None,None
009864,招商景气优选股票A,股票型,10.63,招商基金,0.5271,付斌,2020-11-18,18.45%,-1.14,-47.90%,None
014007,华安制造升级一年持有混合A,混合型-偏股,7.01,华安基金,0.5270,蒋璆,2021-12-17,None,None,None,None
016076,华夏智造升级混合C,混合型-偏股,0.24,华夏基金,0.5268,吴昊,2022-11-18,None,None,None,None
007770,同泰开泰混合A,混合型-偏股,0.09,同泰基金,0.5261,王秀,2024-01-30,26.56%,-1.23,-67.56%,None
002885,大摩万众创新混合A,混合型-灵活,0.25,摩根士丹利基金,0.5257,雷志勇,2020-05-07,31.76%,-0.62,-45.02%,-37.55%
012697,同泰数字经济股票C,股票型,0.94,同泰基金,0.5257,陈宗超,2021-07-27,None,None,None,None
010741,汇安核心价值混合C,混合型-偏股,0.10,汇安基金,0.5256,陆丰,2024-05-21,23.71%,-0.92,-49.61%,None
012349,天弘恒生科技指数(QDII)C,指数型-海外股票,46.71,天弘基金,0.5253,胡超,2021-07-06,None,None,None,None
011178,博时汇融回报一年持有混合C,混合型-偏股,0.08,博时基金,0.5252,付伟,2023-05-15,17.37%,-1.14,-45.51%,None
017572,华夏中证新能源ETF发起式联接C,指数型-股票,0.10,华夏基金,0.5252,司帆,2024-05-31,None,None,None,None
013305,易方达中证科创创业50ETF联接C,指数型-股票,3.93,易方达基金,0.5250,伍臣东,2021-10-20,None,None,None,None
014696,长盛先进制造六个月持有混合C,混合型-偏股,0.23,长盛基金,0.5250,王柄方,2023-04-13,None,None,None,None
021117,南方中证科创创业50ETF联接I,指数型-股票,None,南方基金,0.5244,崔蕾,2024-04-08,None,None,None,None
013298,南方中证科创创业50ETF联接A,指数型-股票,1.85,南方基金,0.5243,崔蕾,2021-08-19,None,None,None,None
001630,天弘中证计算机ETF联接C,指数型-股票,11.62,天弘基金,0.5240,林心龙,2022-05-25,27.10%,-0.69,-42.98%,-23.43%
012793,长城科创两年定开混合C,混合型-偏股,0.06,长城基金,0.5240,赵凤飞,2021-09-01,None,None,None,None
161914,万家创业板2年定期开放混合A,混合型-偏股,5.90,万家基金,0.5239,黄兴亮,2020-08-14,24.80%,-1.03,-56.14%,None
015733,尚正新能源产业混合C,混合型-偏股,0.12,尚正基金,0.5238,张志梅,2022-08-10,None,None,None,None
019228,方正富邦金立方一年持有期混合E,混合型-偏股,5.84,方正富邦基金,0.5238,乔培涛,2023-09-04,None,None,None,None
011524,前海联合产业趋势混合C,混合型-偏股,0.23,前海联合,0.5237,林材,2021-08-17,None,None,None,None
011481,广发瑞锦一年定期开放混合,混合型-偏股,1.30,广发基金,0.5237,唐晓斌,2021-09-15,None,None,None,None
012526,广发盛锦混合A,混合型-偏股,14.84,广发基金,0.5236,段涛,2021-08-30,None,None,None,None
014244,鹏扬竞争力先锋一年持有混合A,混合型-偏股,1.12,鹏扬基金,0.5236,赵世宏,2021-12-21,None,None,None,None
013872,招商能源转型混合C,混合型-偏股,0.74,招商基金,0.5228,任琳娜,2022-02-08,None,None,None,None
010615,国金自主创新混合A,混合型-偏股,2.22,国金基金,0.5223,陈恬,2022-09-17,21.02%,-0.99,-47.29%,None
011712,大摩万众创新混合C,混合型-灵活,0.48,摩根士丹利基金,0.5223,雷志勇,2021-03-11,31.75%,-0.62,-45.35%,None
011123,汇添富ESG可持续成长股票C,股票型,0.27,汇添富基金,0.5221,赵鹏程,2021-06-10,None,None,-48.00%,None
012178,银华富饶精选三年持有期混合,混合型-偏股,8.79,银华基金,0.5216,焦巍,2021-05-28,None,None,-47.67%,None
011013,长城消费30股票A,股票型,2.86,长城基金,0.5215,杨建华,2021-05-11,21.54%,-0.97,-47.79%,None
012087,博时健康生活混合C,混合型-偏股,0.41,博时基金,0.5212,陈西铭,2023-03-14,None,None,-47.06%,None
012466,嘉实策略精选混合A,混合型-偏股,5.43,嘉实基金,0.5211,曲盛伟,2021-11-02,None,None,None,None
009862,鹏华新兴成长混合C,混合型-偏股,0.42,鹏华基金,0.5209,梁浩,2020-07-17,22.61%,-0.83,-43.36%,None
010587,鹏扬先进制造混合A,混合型-偏股,4.71,鹏扬基金,0.5208,邓彬彬,2021-02-02,30.66%,-0.80,-54.62%,None
017646,易方达中证光伏产业指数发起式A,指数型-股票,0.18,易方达基金,0.5207,伍臣东,2023-04-11,None,None,None,None
233001,大摩基础行业混合,混合型-灵活,0.48,摩根士丹利基金,0.5206,CHEN JUDY(陈修竹),2023-02-28,27.96%,-1.12,-65.52%,-30.69%
011486,博时创新精选混合A,混合型-偏股,6.33,博时基金,0.5206,肖瑞瑾,2021-03-09,25.09%,-0.93,-52.08%,None
011925,嘉实港股互联网产业核心资产C,混合型-偏股,6.80,嘉实基金,0.5203,王贵重,2021-08-18,None,None,None,None
012688,长安成长优选混合A,混合型-偏股,9.10,长安基金,0.5203,徐小勇,2021-08-12,None,None,None,None
014270,嘉实北交所精选两年定期混合C,混合型-偏股,0.33,嘉实基金,0.5200,刘杰,2021-11-23,None,None,None,None
013299,南方中证科创创业50ETF联接C,指数型-股票,1.55,南方基金,0.5198,崔蕾,2021-08-19,None,None,None,None
011674,长城医药科技六个月持有混合C,混合型-偏股,0.36,长城基金,0.5197,谭小兵,2021-06-09,22.01%,-0.96,-48.11%,None
014008,华安制造升级一年持有混合C,混合型-偏股,0.29,华安基金,0.5190,蒋璆,2021-12-17,None,None,None,None
017647,易方达中证光伏产业指数发起式C,指数型-股票,0.19,易方达基金,0.5187,伍臣东,2023-04-11,None,None,None,None
010489,鹏华优选成长混合C,混合型-偏股,0.50,鹏华基金,0.5185,蒋鑫,2020-12-16,16.95%,-1.22,-47.15%,None
012527,广发盛锦混合C,混合型-偏股,0.79,广发基金,0.5177,段涛,2021-08-30,None,None,None,None
008150,嘉实远见企业精选两年持有期混合,混合型-偏股,6.57,嘉实基金,0.5175,胡涛,2020-09-21,21.32%,-1.27,-58.65%,None
012391,中欧产业前瞻混合C,混合型-偏股,0.37,中欧基金,0.5175,李帅,2021-06-16,None,None,-48.07%,None
006181,格林伯锐灵活配置A,混合型-灵活,0.09,格林基金,0.5174,刘冬,2021-11-19,19.18%,-1.11,-48.50%,-43.79%
003593,国泰景气行业灵活配置混合,混合型-灵活,2.43,国泰基金,0.5172,杜沛,2020-05-07,26.56%,-0.74,-45.42%,16.37%
012629,广发国证半导体芯片ETF联接A,指数型-股票,3.83,广发基金,0.5171,罗国庆,2021-08-09,None,None,None,None
012371,东财互联网A,指数型-股票,0.47,东财基金,0.5169,吴逸,2021-06-01,29.06%,-0.68,-45.64%,None
014539,华安优势精选混合A,混合型-偏股,0.59,华安基金,0.5167,盛骅,2022-01-26,None,None,None,None
007771,同泰开泰混合C,混合型-偏股,0.10,同泰基金,0.5156,王秀,2024-01-30,26.55%,-1.25,-67.95%,None
860038,光大阳光智造混合B,混合型-偏股,1.83,上海光大证券资产管理,0.5156,李公民,2022-07-29,24.28%,-1.15,-60.34%,None
013310,华夏科创创业50ETF联接A,指数型-股票,3.76,华夏基金,0.5156,徐猛,2021-08-24,None,None,None,None
021358,东财互联网E,指数型-股票,None,东财基金,0.5156,吴逸,2024-05-17,None,None,None,None
012239,惠升优势企业一年持有期混合,混合型-灵活,6.32,惠升基金,0.5154,张玉坤,2023-03-01,None,None,None,None
013810,广发科创板50ETF发起联接A,指数型-股票,2.77,广发基金,0.5149,陆志明,2021-10-20,None,None,None,None
016067,鹏华新能源汽车混合A,混合型-偏股,13.45,鹏华基金,0.5143,闫思倩,2022-07-26,None,None,None,None
014099,博时中证科创创业50ETF发起式联接A,指数型-股票,0.21,博时基金,0.5140,尹浩,2021-12-01,None,None,None,None
161915,万家创业板2年定期开放混合C,混合型-偏股,1.15,万家基金,0.5138,黄兴亮,2020-08-14,24.80%,-1.04,-56.79%,None
010143,交银施罗德启欣混合,混合型-偏股,15.25,交银施罗德基金,0.5138,周中,2020-10-28,19.93%,-1.06,-48.16%,None
009774,财通资管优选回报一年持有期混合,混合型-偏股,4.23,财通资管,0.5138,包斅文,2023-12-25,25.80%,-0.93,-53.49%,None
630001,华商领先企业混合,混合型-灵活,6.29,华商基金,0.5137,吴昊,2021-01-20,20.52%,-0.87,-41.68%,-23.61%
010616,国金自主创新混合C,混合型-偏股,2.26,国金基金,0.5134,陈恬,2022-09-17,21.02%,-1.00,-48.07%,None
009362,招商丰盈积极配置混合A,混合型-偏股,7.58,招商基金,0.5132,郭锐,2020-07-29,17.66%,-1.28,-50.94%,None
014245,鹏扬竞争力先锋一年持有混合C,混合型-偏股,1.15,鹏扬基金,0.5131,赵世宏,2021-12-21,None,None,None,None
012781,银华中证创新药产业ETF发起式联接A,指数型-股票,0.26,银华基金,0.5130,王帅,2021-12-30,None,None,None,None
014128,东财创新药A,指数型-股票,0.32,东财基金,0.5127,吴逸,2021-11-18,None,None,None,None
012630,广发国证半导体芯片ETF联接C,指数型-股票,3.82,广发基金,0.5126,罗国庆,2021-08-09,None,None,None,None
014100,博时中证科创创业50ETF发起式联接C,指数型-股票,0.11,博时基金,0.5126,尹浩,2021-12-01,None,None,None,None
006182,格林伯锐灵活配置C,混合型-灵活,0.06,格林基金,0.5123,刘冬,2021-11-19,19.17%,-1.12,-48.82%,-44.30%
012493,长信内需均衡混合A,混合型-偏股,4.42,长信基金,0.5122,王祺,2022-02-25,None,None,-48.78%,None
162412,华宝医疗ETF联接A,指数型-股票,38.71,华宝基金,0.5121,胡洁,2015-05-21,25.07%,-1.26,-65.68%,-16.59%
009865,招商景气优选股票C,股票型,4.10,招商基金,0.5120,付斌,2020-11-18,18.45%,-1.17,-49.14%,None
011487,博时创新精选混合C,混合型-偏股,0.69,博时基金,0.5120,肖瑞瑾,2021-03-09,25.09%,-0.94,-52.79%,None
012782,银华中证创新药产业ETF发起式联接C,指数型-股票,0.63,银华基金,0.5118,王帅,2021-12-30,None,None,None,None
011014,长城消费30股票C,股票型,0.27,长城基金,0.5117,杨建华,2021-05-11,21.54%,-1.00,-48.72%,None
012495,民生加银双核动力混合A,混合型-偏股,0.09,民生加银基金,0.5116,李君海,2022-10-31,None,None,None,None
013311,华夏科创创业50ETF联接C,指数型-股票,1.38,华夏基金,0.5112,徐猛,2021-08-24,None,None,None,None
013811,广发科创板50ETF发起联接C,指数型-股票,3.63,广发基金,0.5108,陆志明,2021-10-20,None,None,None,None
013873,平安中证医药及医疗器械创新指数发起式A,指数型-股票,0.19,平安基金,0.5106,翁欣,2023-12-27,None,None,None,None
012372,东财互联网C,指数型-股票,0.38,东财基金,0.5105,吴逸,2021-06-01,29.06%,-0.70,-46.30%,None
014540,华安优势精选混合C,混合型-偏股,0.15,华安基金,0.5105,盛骅,2022-01-26,None,None,None,None
011458,东方鑫享价值成长一年持有混合A,混合型-偏股,0.96,东方基金,0.5103,陈皓,2022-07-23,23.59%,-0.98,-51.77%,None
012467,嘉实策略精选混合C,混合型-偏股,0.29,嘉实基金,0.5101,曲盛伟,2021-11-02,None,None,None,None
001241,国寿安保中证500ETF联接,指数型-股票,1.61,国寿安保基金,0.5100,苏天醒,2022-04-01,17.42%,-0.58,-23.70%,2.60%
010483,交银启道混合,混合型-偏股,20.26,交银施罗德基金,0.5091,周中,2021-01-28,19.50%,-1.07,-47.62%,None
012608,信澳领先智选混合,混合型-偏股,21.32,信达澳亚基金,0.5091,冯明远,2021-06-30,None,None,-49.07%,None
012323,华宝医疗ETF联接C,指数型-股票,20.99,华宝基金,0.5090,胡洁,2021-05-13,25.08%,-1.26,-65.88%,None
014389,华安产业动力6个月持有混合A,混合型-偏股,3.65,华安基金,0.5085,蒋璆,2021-12-23,None,None,None,None
012689,长安成长优选混合C,混合型-偏股,1.66,长安基金,0.5084,徐小勇,2021-08-12,None,None,None,None
014908,国泰中证新材料主题ETF发起联接A,指数型-股票,0.06,国泰基金,0.5084,晏曦,2023-05-12,None,None,None,None
016068,鹏华新能源汽车混合C,混合型-偏股,3.35,鹏华基金,0.5084,闫思倩,2022-07-26,None,None,None,None
020206,民生加银双核动力混合C,混合型-偏股,0.02,民生加银基金,0.5083,李君海,2023-12-04,None,None,None,None
011383,富安达医药创新混合,混合型-偏股,1.04,富安达基金,0.5078,李守峰,2021-03-09,22.22%,-1.09,-53.77%,None
860039,光大阳光智造混合C,混合型-偏股,0.18,上海光大证券资产管理,0.5077,李公民,2022-07-29,24.28%,-1.17,-60.81%,None
010237,安信创新先锋混合发起A,混合型-偏股,0.36,安信基金,0.5077,张天麒,2021-02-03,33.96%,-0.71,-53.50%,None
014129,东财创新药C,指数型-股票,0.80,东财基金,0.5073,吴逸,2021-11-18,None,None,None,None
001184,易方达新常态灵活配置混合,混合型-灵活,19.07,易方达基金,0.5070,孙松,2018-12-25,18.17%,-0.78,-33.46%,28.68%
010588,鹏扬先进制造混合C,混合型-偏股,4.47,鹏扬基金,0.5068,邓彬彬,2021-02-02,30.66%,-0.82,-55.69%,None
016225,申万菱信中证内地新能源主题ETF发起联接A,指数型-股票,0.08,申万菱信基金,0.5066,王赟杰,2022-09-19,None,None,None,None
013874,平安中证医药及医疗器械创新指数发起式C,指数型-股票,0.43,平安基金,0.5060,翁欣,2023-12-27,None,None,None,None
011271,汇添富价值成长均衡投资混合A,混合型-偏股,11.87,汇添富基金,0.5059,谢昌旭,2022-09-22,20.71%,-1.05,-49.35%,None
012907,鹏扬中证科创创业50ETF联接A,指数型-股票,10.46,鹏扬基金,0.5056,施红俊,2021-07-16,None,None,None,None
008317,光大保德信睿盈混合A,混合型-偏股,6.71,光大保德信基金,0.5056,马鹏飞,2022-08-27,None,None,None,None
012898,兴银中证科创创业50指数A,指数型-股票,2.00,兴银基金管理,0.5053,刘帆,2021-07-14,None,None,None,None
012852,嘉实远见先锋一年持有期混合A,混合型-偏股,12.10,嘉实基金,0.5051,姚志鹏,2021-08-31,None,None,None,None
018464,光大保德信睿盈混合C,混合型-偏股,0.00,光大保德信基金,0.5051,马鹏飞,2023-05-16,None,None,None,None
014909,国泰中证新材料主题ETF发起联接C,指数型-股票,0.02,国泰基金,0.5049,晏曦,2023-05-12,None,None,None,None
013315,嘉实中证科创创业50ETF发起联接A,指数型-股票,0.68,嘉实基金,0.5044,李直,2021-09-24,None,None,None,None
012899,兴银中证科创创业50指数C,指数型-股票,0.65,兴银基金管理,0.5038,刘帆,2021-07-14,None,None,None,None
016226,申万菱信中证内地新能源主题ETF发起联接C,指数型-股票,0.02,申万菱信基金,0.5038,王赟杰,2022-09-19,None,None,None,None
