代码,基金名称,基金分类,晨星评级(三年),晨星评级(五年),净值日期,单位净值(元),净值日变动(元),今年以来回报(%)
004083,国联安鑫隆混合A,保守混合,3,4,2024-07-04,1.5718,-0.0008,2.65
008723,永赢鑫享混合A,保守混合,3,0,2024-07-04,1.0420,-0.0029,-0.56
010818,国联安鑫稳3个月持有期混合型证券投资基金C,沪港深保守混合,3,0,2024-07-04,1.0096,-0.0006,2.24
009806,东方红招盈甄选一年持有期混合A,保守混合,3,0,2024-07-04,1.0156,-0.0012,1.66
010982,兴全汇虹一年持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0558,-0.0023,6.81
519761,交银施罗德多策略回报灵活配置混合C,保守混合,3,3,2024-07-04,1.4420,-0.0010,0.14
005078,富国宝利增强债券,积极债券,3,3,2024-07-04,1.2321,-0.0029,0.94
009157,海富通富泽混合C,保守混合,3,0,2024-07-04,1.0710,0.0007,3.67
012027,光大保德信安阳一年持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0101,-0.0029,-0.39
011761,平安鑫瑞混合A,保守混合,3,0,2024-07-04,1.0107,-0.0010,3.71
010726,鹏华安享一年持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0234,-0.0017,-1.48
011087,易方达瑞康混合C,沪港深保守混合,3,0,2024-07-04,1.0098,-0.0069,-4.10
003110,光大保德信安和债券C,积极债券,3,3,2024-07-04,1.0484,-0.0009,0.25
002586,金鹰添利中长期信用债债券A,积极债券,3,3,2024-07-04,1.0077,-0.0077,-4.04
005653,国富天颐混合C,保守混合,3,3,2024-07-04,1.0565,-0.0020,-0.09
008385,银华汇益一年持有期混合C,保守混合,3,0,2024-07-04,1.0382,0.0003,1.84
010451,广发恒悦债券E,积极债券,3,0,2024-07-04,1.0118,-0.0016,2.11
011064,南方誉享一年持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0259,0.0001,4.42
010834,国泰同益18个月持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0057,0.0001,2.82
001547,兴业聚惠混合A,保守混合,3,4,2024-07-04,1.5639,-0.0006,3.46
010043,天弘安康颐和混合A,保守混合,3,0,2024-07-04,1.0344,-0.0005,0.73
001503,南方利鑫灵活配置混合C,保守混合,3,3,2024-07-04,1.4829,0.0002,2.34
470010,汇添富多元收益债券A,积极债券,3,4,2024-07-04,1.2326,-0.0003,2.78
004988,人保双利优选混合A,保守混合,3,2,2024-07-04,1.1338,-0.0037,-1.79
003336,长江收益增强债券,积极债券,3,4,2024-07-04,1.2377,-0.0030,0.59
550004,中信保诚三得益债券 - A,积极债券,3,3,2024-07-04,1.1692,-0.0003,3.37
001110,中欧瑾泉灵活配置混合 - A,保守混合,3,3,2024-07-04,1.8799,-0.0205,7.78
009199,万家价值优势一年持有期混合,积极配置 - 大盘平衡,3,0,2024-07-04,1.3073,-0.0188,9.70
009247,易方达磐恒九个月持有混合A,保守混合,3,0,2024-07-04,1.0742,-0.0025,0.60
010249,国金惠诚债券A,积极债券,3,0,2024-07-04,1.0050,-0.0010,1.63
001111,中欧瑾泉灵活配置混合 - C,保守混合,3,3,2024-07-04,1.4800,-0.0162,7.77
012010,富国泰享回报6个月持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0076,-0.0049,-1.93
011528,博时恒悦6个月持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0327,-0.0017,2.17
009160,新疆前海联合智选3个月持有期混合（FOF）C,保守混合,3,0,2024-07-03,1.0669,-0.0016,1.49
012331,广发集优9个月持有期债券C,积极债券,3,0,2024-07-04,1.0048,-0.0012,0.67
012205,中银通利债券C,积极债券,3,0,2024-07-04,1.0070,-0.0016,3.04
261001,景顺长城稳定收益债券 - A,积极债券,3,2,2024-07-04,1.0160,-0.0040,-0.78
009902,易方达悦享一年持有混合A,保守混合,3,0,2024-07-04,1.0703,-0.0020,0.91
012161,安信招信一年持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0087,-0.0003,3.96
008512,宝盈鸿盛债券C,积极债券,3,0,2024-07-04,0.9949,-0.0003,2.73
006297,富国鑫旺稳健养老目标一年持有期混合（FOF）A,保守混合,3,2,2024-07-02,1.0955,-0.0010,0.04
002932,圆信永丰强化收益债券A,积极债券,3,3,2024-07-04,1.1142,-0.0024,0.70
011281,华宝双债增强债券C,积极债券,3,0,2024-07-04,1.0127,-0.0062,-1.65
003843,中邮景泰灵活配置混合C,保守混合,3,3,2024-07-04,1.0728,-0.0031,2.55
519771,交银优择回报灵活配置混合C,保守混合,3,3,2024-07-04,1.3870,-0.0010,0.00
000189,易方达丰华债券A,积极债券,3,5,2024-07-04,1.2651,-0.0018,1.73
009387,嘉实稳福混合A,保守混合,3,0,2024-07-04,1.1276,-0.0015,-0.67
006006,诺安鼎利混合C,保守混合,3,2,2024-07-04,1.1634,-0.0045,-0.74
002728,华富益鑫灵活配置混合A,保守混合,3,3,2024-07-04,1.1830,-0.0010,2.64
010188,中欧添益一年持有期混合A,保守混合,3,0,2024-07-04,1.0541,-0.0013,1.89
009428,鹏扬景沣六个月持有期混合A,保守混合,3,0,2024-07-04,1.0766,-0.0025,0.05
008665,嘉实鑫和一年持有期混合C,保守混合,3,0,2024-07-04,1.0621,-0.0001,1.00
004989,人保双利优选混合C,保守混合,3,1,2024-07-04,1.1156,-0.0037,-1.99
002923,兴业聚惠混合C,保守混合,3,4,2024-07-04,1.6277,-0.0007,3.40
010920,鹏华招润一年持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0074,-0.0002,4.08
011017,鹏扬景明一年持有期混合,沪港深保守混合,3,0,2024-07-04,0.9919,-0.0023,0.04
005138,前海开源弘丰债券A,积极债券,3,0,2024-07-04,1.0177,-0.0005,3.65
002587,金鹰添利中长期信用债债券C,积极债券,3,3,2024-07-04,1.0008,-0.0076,-4.14
860030,光大阳光添利债券C,积极债券,3,0,2024-07-04,2.4397,-0.0052,-0.37
519061,海富通纯债债券A,积极债券,3,1,2024-07-04,1.1283,-0.0032,1.39
000572,中银多策略灵活配置混合A,保守混合,3,3,2024-07-04,1.3780,0.0010,4.39
006060,鹏扬泓利债券C,积极债券,3,2,2024-07-04,0.9898,-0.0021,0.28
008834,银华汇盈一年持有期混合C,保守混合,3,0,2024-07-04,1.0616,-0.0005,0.86
010781,兴业聚申一年持有期混合A,保守混合,3,0,2024-07-04,1.0306,-0.0007,1.13
008501,鹏扬聚利六个月持有期债券A,积极债券,3,0,2024-07-04,1.1029,-0.0027,0.92
003204,财通收益增强债券C,积极债券,3,4,2024-07-04,1.2477,-0.0031,-1.75
206003,鹏华信用增利债券 - A,积极债券,3,3,2024-07-04,1.2641,-0.0004,2.41
519937,长信先锐混合A,保守混合,3,0,2024-07-04,1.0042,0.0001,2.50
006880,交银施罗德安享稳健养老目标一年持有期混合（FOF）A,保守混合,3,2,2024-07-02,1.1656,-0.0019,0.75
009245,国寿安保稳丰6个月持有期混合C,保守混合,3,0,2024-07-04,1.0590,-0.0011,3.74
070016,嘉实多元收益债券B,积极债券,3,4,2024-07-04,1.2080,-0.0060,0.49
009054,圆信永丰沣泰混合,保守混合,3,0,2024-07-04,1.1699,-0.0058,1.25
002972,前海开源鼎安债券C,积极债券,3,3,2024-07-04,1.2480,-0.0010,1.30
005274,中银景福回报混合A,保守混合,3,4,2024-07-04,1.3370,-0.0027,1.22
010044,天弘安康颐和混合C,保守混合,3,0,2024-07-04,1.0285,-0.0005,0.63
005128,华夏永康添福混合A,保守混合,3,4,2024-07-04,1.3484,-0.0030,0.08
010082,泰康浩泽混合C,沪港深保守混合,3,0,2024-07-04,1.0026,0.0004,2.59
004319,国寿安保尊裕优化回报债券C,积极债券,3,2,2024-07-04,1.0020,-0.0080,-0.79
004947,汇添富盈润混合C,保守混合,3,3,2024-07-04,1.3541,0.0000,3.48
010450,广发恒悦债券C,积极债券,3,0,2024-07-04,1.0040,-0.0016,1.99
519696,交银施罗德环球精选价值混合（QDII）,QDII 环球股债混合,3,4,2024-07-03,2.5670,0.0140,12.49
011414,鹏华宁华一年持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0141,-0.0014,1.60
003167,前海开源鼎瑞债券A,积极债券,3,3,2024-07-04,1.0449,-0.0005,1.26
011762,平安鑫瑞混合C,保守混合,3,0,2024-07-04,1.0024,-0.0010,3.70
004149,博时鑫惠灵活配置混合A,保守混合,3,3,2024-07-04,1.3237,-0.0007,1.54
010797,长城优选回报六个月持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0088,-0.0013,-0.76
004026,融通收益增强债券C,积极债券,3,2,2024-07-04,1.0928,-0.0046,-1.72
008096,中银亚太精选债券（QDII）人民币 C,QDII环球债券,3,0,2024-07-03,0.9931,0.0019,0.62
004586,鹏扬汇利债券C,积极债券,3,2,2024-07-04,1.0520,-0.0026,-0.32
007115,金元顺安桉盛债券C,积极债券,3,0,2024-07-04,1.0212,-0.0039,-2.17
011770,富国精诚回报12个月持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0046,0.0002,3.55
009372,浦银安盛嘉和稳健一年持有期混合（FOF）A,保守混合,3,0,2024-07-03,1.0000,-0.0002,1.21
050116,博时宏观回报债券 - C,积极债券,3,3,2024-07-04,1.3864,0.0000,1.66
011244,万家惠裕回报6个月持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9991,-0.0025,-1.19
151002,银河收益混合,保守混合,3,3,2024-07-04,1.8763,-0.0016,1.59
009371,浦银安盛睿和优选3个月持有期混合（FOF）C,保守混合,3,0,2024-07-02,1.0744,-0.0006,2.86
010508,博时鑫康混合A,保守混合,3,0,2024-07-04,1.0040,-0.0036,-6.19
005943,工银聚福混合A,保守混合,3,3,2024-07-04,1.2998,-0.0028,2.37
007402,浦银安盛颐和稳健养老一年混合（FOF）C,保守混合,3,0,2024-07-02,1.0941,-0.0006,1.29
010534,广发均衡增长混合A,保守混合,3,0,2024-07-04,1.0261,-0.0030,7.37
002729,华富益鑫灵活配置混合C,保守混合,3,3,2024-07-04,1.1340,-0.0010,2.49
012088,东方红锦和甄选18个月持有期混合A,沪港深保守混合,3,0,2024-07-04,0.9973,-0.0027,1.15
009829,长城优选增强六个月持有期混合A,保守混合,3,0,2024-07-04,1.0158,0.0000,0.95
008525,华泰柏瑞锦瑞债券C,积极债券,3,0,2024-07-04,1.0232,0.0002,-4.45
003044,东方红战略精选混合A,保守混合,3,2,2024-07-04,1.3008,-0.0017,0.63
010474,华富安华债券C,积极债券,3,0,2024-07-04,1.0268,-0.0006,1.98
010239,平安瑞尚六个月持有期混合A,保守混合,3,0,2024-07-04,1.0186,-0.0059,8.30
004442,中欧康裕混合A,保守混合,3,3,2024-07-04,1.1874,-0.0023,2.13
004084,国联安鑫隆混合C,保守混合,3,4,2024-07-04,1.5755,-0.0007,2.45
010069,工银双盈债券C,积极债券,3,0,2024-07-04,1.0157,-0.0004,2.00
006586,南方安裕混合C,保守混合,3,3,2024-07-04,1.0539,-0.0010,2.24
011256,交银施罗德鸿光一年持有期混合A,沪港深保守混合,3,0,2024-07-04,1.0206,0.0000,3.36
004150,博时鑫惠灵活配置混合C,保守混合,3,3,2024-07-04,1.3148,-0.0007,1.48
009027,浦银安盛安远回报一年持有期混合A,保守混合,3,0,2024-07-04,1.1185,-0.0011,-2.04
009807,东方红招盈甄选一年持有期混合C,保守混合,3,0,2024-07-04,1.0069,-0.0012,1.45
010014,华夏鼎清债券A,积极债券,3,0,2024-07-04,1.0103,-0.0004,1.16
010735,申万菱信稳健养老目标一年持有期混合（FOF）A,保守混合,3,0,2024-07-02,1.0058,-0.0005,1.39
010560,永赢稳健增利18个月持有期混合A,保守混合,3,0,2024-07-04,1.0213,-0.0002,3.53
010775,博时恒旭一年持有期混合A,保守混合,3,0,2024-07-04,1.0099,-0.0010,3.53
004824,摩根安裕回报混合C,保守混合,3,3,2024-07-04,1.3487,-0.0056,1.73
550005,中信保诚三得益债券 - B,积极债券,3,3,2024-07-04,1.1460,-0.0003,3.35
009653,大成丰享回报混合A,保守混合,3,0,2024-07-04,1.0155,-0.0077,-1.19
012162,安信招信一年持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9993,-0.0003,3.80
012028,光大保德信安阳一年持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9979,-0.0028,-0.59
008629,大成景瑞稳健配置混合A,保守混合,3,0,2024-07-04,1.0863,-0.0075,-1.08
000753,华宝量化对冲策略混合A,市场中性策略,3,0,2024-07-04,1.1734,-0.0001,4.14
470018,汇添富双利债券A,积极债券,3,4,2024-07-04,1.9551,-0.0019,2.66
009351,南方誉丰18个月持有期混合A,保守混合,3,0,2024-07-04,1.0931,-0.0002,2.63
510010,交银上证180公司治理ETF,大盘价值股票,3,3,2024-07-04,1.4700,-0.0020,10.53
011065,南方誉享一年持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0127,0.0001,4.21
010845,宏利波控回报12个月持有期混合,沪港深保守混合,3,0,2024-07-04,0.9967,-0.0016,1.23
180015,银华增强收益债券,积极债券,3,3,2024-07-04,1.1450,-0.0030,0.26
470011,汇添富多元收益债券C,积极债券,3,3,2024-07-04,1.2229,-0.0003,2.58
009635,鹏华安睿两年持有期混合C,保守混合,3,0,2024-07-04,1.0584,0.0000,3.32
011231,光大保德信锦弘混合A,沪港深保守混合,3,0,2024-07-04,1.0218,-0.0098,-3.69
004455,中欧康裕混合C,保守混合,3,2,2024-07-04,1.1816,-0.0023,2.08
261101,景顺长城稳定收益债券 - C,积极债券,3,2,2024-07-04,1.0090,-0.0040,-0.98
009248,易方达磐恒九个月持有混合C,保守混合,3,0,2024-07-04,1.0575,-0.0025,0.39
010250,国金惠诚债券C,积极债券,3,0,2024-07-04,0.9919,-0.0009,1.44
005991,长信利丰债券A,积极债券,3,0,2024-07-04,1.0530,-0.0020,2.53
012011,富国泰享回报6个月持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9953,-0.0049,-2.13
519060,海富通纯债债券C,积极债券,3,1,2024-07-04,1.1064,-0.0031,1.24
010539,浙商智多金稳健一年持有期混合A,沪港深保守混合,3,0,2024-07-04,0.9937,-0.0035,5.09
519963,长信利盈灵活配置混合A,保守混合,3,3,2024-07-04,1.1743,0.0000,0.69
002501,银华远景债券,积极债券,3,3,2024-07-04,1.1150,-0.0020,0.54
010170,中银证券鑫瑞6个月持有期混合A,保守混合,3,0,2024-07-04,1.0190,-0.0017,1.25
009903,易方达悦享一年持有混合C,保守混合,3,0,2024-07-04,1.0541,-0.0019,0.71
002612,融通通慧混合A/B,保守混合,3,4,2024-07-04,1.5909,0.0001,0.91
002933,圆信永丰强化收益债券C,积极债券,3,3,2024-07-04,1.0970,-0.0024,0.50
009154,海富通富盈混合A,保守混合,3,0,2024-07-04,1.0717,-0.0025,2.42
011298,易方达悦安一年持有债券A,积极债券,3,0,2024-07-04,0.9986,-0.0016,0.54
006867,易方达丰华债券C,积极债券,3,5,2024-07-04,1.2401,-0.0018,1.52
000190,中银新回报灵活配置混合A,保守混合,3,3,2024-07-04,1.7140,0.0000,4.38
006585,南方宝元债券C,积极债券,3,3,2024-07-04,2.4705,-0.0032,3.19
008210,南方宝泰一年持有期混合C,保守混合,3,0,2024-07-04,1.0994,-0.0009,2.22
002969,易方达丰和债券A,积极债券,3,3,2024-07-04,1.3372,-0.0020,2.18
001358,宝盈祥泰混合A,保守混合,3,2,2024-07-04,1.1679,-0.0002,0.47
009388,嘉实稳福混合C,保守混合,3,0,2024-07-04,1.1087,-0.0014,-0.87
009429,鹏扬景沣六个月持有期混合C,保守混合,3,0,2024-07-04,1.0599,-0.0025,-0.16
008069,鹏扬富利增强债券A,积极债券,3,0,2024-07-04,1.0760,-0.0008,2.77
001329,鹏华弘实灵活配置混合A,保守混合,3,3,2024-07-04,1.3928,0.0001,2.67
000196,工银成长收益混合B,保守混合,3,0,2024-07-04,1.4050,-0.0050,4.38
519686,交银上证180公司治理ETF联接,大盘价值股票,3,3,2024-07-04,1.6130,-0.0020,9.50
010535,广发均衡增长混合C,保守混合,3,0,2024-07-04,1.0173,-0.0030,7.23
008456,招商瑞阳股债配置混合A,保守混合,3,0,2024-07-04,1.1504,-0.0084,-2.04
011773,国寿安保璟珹6个月持有期混合A,沪港深保守混合,3,0,2024-07-04,0.9911,0.0011,2.66
010835,国泰同益18个月持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9881,0.0001,2.66
002965,中海合嘉增强收益债券A,积极债券,3,4,2024-07-04,1.2091,-0.0046,0.17
003126,长信易进混合A,保守混合,3,0,2024-07-04,1.1971,-0.0006,2.26
008502,鹏扬聚利六个月持有期债券C,积极债券,3,0,2024-07-04,1.0834,-0.0027,0.72
001330,鹏华弘实灵活配置混合C,保守混合,3,3,2024-07-04,1.5061,0.0001,2.57
007318,中银民丰回报混合,保守混合,3,0,2024-07-04,1.1730,-0.0021,0.98
206004,鹏华信用增利债券 - B,积极债券,3,3,2024-07-04,1.3427,-0.0005,2.19
001067,鹏华弘盛灵活配置混合A,保守混合,3,2,2024-07-04,1.5143,-0.0009,2.15
110027,易方达安心回报债券A,积极债券,3,4,2024-07-04,1.9113,-0.0048,2.53
001367,德邦新添利债券A,积极债券,3,2,2024-07-04,1.1361,0.0003,-1.80
003127,长信易进混合C,保守混合,3,0,2024-07-04,1.1859,-0.0006,2.25
010167,中银多策略灵活配置混合C,保守混合,3,0,2024-07-04,1.3550,0.0000,4.07
011995,国泰诚益混合A,沪港深保守混合,3,0,2024-07-04,0.9950,0.0000,2.61
009900,易方达磐固六个月持有混合A,保守混合,3,0,2024-07-04,1.0329,-0.0026,0.29
011415,鹏华宁华一年持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0012,-0.0014,1.45
010868,华宝安盈混合,沪港深保守混合,3,0,2024-07-04,0.9881,-0.0025,-1.70
011534,万家民瑞祥明6个月持有期混合型A,沪港深保守混合,3,0,2024-07-04,0.9873,-0.0012,0.19
003168,前海开源鼎瑞债券C,积极债券,3,2,2024-07-04,1.0389,-0.0005,1.19
004651,长信利丰债券E,积极债券,3,3,2024-07-04,1.0780,-0.0020,2.57
010798,长城优选回报六个月持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9949,-0.0013,-0.96
000667,工银瑞信绝对收益策略混合发起A,市场中性策略,3,0,2024-07-04,1.3120,0.0020,2.74
003385,工银全球美元债A人民币（QDII）,QDII环球债券,3,3,2024-07-03,1.0310,0.0070,-1.54
009373,浦银安盛嘉和稳健一年持有期混合（FOF）C,保守混合,3,0,2024-07-03,0.9879,-0.0002,1.01
519229,海富通欣享灵活配置混合A,保守混合,3,3,2024-07-04,1.0443,-0.0004,-2.03
010511,博时鑫康混合C,保守混合,3,0,2024-07-04,0.9943,-0.0036,-6.38
007673,中加安瑞稳健养老目标一年持有期混合（FOF）A,保守混合,3,0,2024-07-02,1.1180,-0.0027,0.15
005944,工银聚福混合C,保守混合,3,3,2024-07-04,1.2702,-0.0027,2.16
002636,广发集裕债券A,积极债券,3,3,2024-07-04,1.1710,-0.0060,-2.34
011538,长城优选添瑞六个月持有期混合A,沪港深保守混合,3,0,2024-07-04,0.9935,0.0000,1.04
012089,东方红锦和甄选18个月持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9849,-0.0026,0.94
009028,浦银安盛安远回报一年持有期混合C,保守混合,3,0,2024-07-04,1.1028,-0.0012,-2.22
005059,南方安福混合A,保守混合,3,3,2024-07-04,1.0683,-0.0024,0.15
010189,中欧添益一年持有期混合C,保守混合,3,0,2024-07-04,1.0309,-0.0013,1.59
009830,长城优选增强六个月持有期混合C,保守混合,3,0,2024-07-04,1.0009,0.0000,0.74
003045,东方红战略精选混合C,保守混合,3,2,2024-07-04,1.2599,-0.0016,0.44
160612,鹏华丰收债券,积极债券,3,2,2024-07-04,1.0070,-0.0030,2.65
001566,南方利达灵活配置混合A,保守混合,3,3,2024-07-04,1.2803,-0.0040,-0.37
002498,兴业聚鑫灵活配置混合A,保守混合,3,3,2024-07-04,1.4130,-0.0040,-0.49
003805,华安新恒利灵活配置混合A,保守混合,3,2,2024-07-04,1.3712,-0.0001,2.28
010480,汇添富稳进双盈一年持有期混合,沪港深保守混合,3,0,2024-07-04,0.9669,0.0004,4.79
002521,永赢双利债券A,积极债券,3,3,2024-07-04,1.0866,-0.0032,1.60
011257,交银施罗德鸿光一年持有期混合C,沪港深保守混合,3,0,2024-07-04,1.0071,0.0000,3.15
001115,广发聚安混合A,保守混合,3,3,2024-07-04,1.3430,0.0000,2.60
011290,新疆前海联合添瑞一年持有期混合A,保守混合,3,0,2024-07-04,0.9909,0.0010,1.56
004852,广发价值回报混合A,保守混合,3,2,2024-07-04,1.2602,-0.0028,-1.47
010015,华夏鼎清债券C,积极债券,3,0,2024-07-04,0.9958,-0.0005,0.95
010776,博时恒旭一年持有期混合C,保守混合,3,0,2024-07-04,0.9957,-0.0009,3.32
002966,中海合嘉增强收益债券C,积极债券,3,4,2024-07-04,1.1968,-0.0046,0.07
009654,大成丰享回报混合C,保守混合,3,0,2024-07-04,1.0009,-0.0075,-1.38
010171,中银证券鑫瑞6个月持有期混合C,保守混合,3,0,2024-07-04,1.0079,-0.0017,1.09
003861,招商兴福灵活配置混合A,保守混合,3,3,2024-07-04,1.3508,0.0001,0.74
010782,兴业聚申一年持有期混合C,保守混合,3,0,2024-07-04,1.0090,-0.0007,0.83
519228,海富通欣享灵活配置混合C,保守混合,3,3,2024-07-04,1.0794,-0.0004,-2.08
008918,长信先锐混合C,保守混合,3,0,2024-07-04,0.9681,0.0001,2.48
007387,融通通慧混合C,保守混合,3,4,2024-07-04,1.5669,0.0001,0.77
010058,天弘荣创一年持有期混合,保守混合,3,0,2024-07-04,1.0528,-0.0002,0.07
000215,广发趋势优选灵活配置混合A,保守混合,3,2,2024-07-04,1.6096,-0.0053,-2.15
009355,宏利泰和稳健养老目标一年持有期混合（FOF）A,保守混合,3,0,2024-07-02,1.0386,-0.0018,1.36
001380,鹏华弘盛灵活配置混合C,保守混合,3,2,2024-07-04,2.0382,-0.0012,2.05
000754,华宝量化对冲策略混合C,市场中性策略,3,0,2024-07-04,1.1397,-0.0001,3.92
009260,民生加银聚利6个月持有期混合A,保守混合,3,0,2024-07-04,1.1228,0.0000,2.88
000692,汇添富双利债券C,积极债券,3,3,2024-07-04,1.7122,-0.0017,2.45
003282,中信保诚至裕灵活配置混合A,保守混合,3,3,2024-07-04,1.3891,-0.0001,1.14
009296,南方誉慧一年持有期混合A,保守混合,3,0,2024-07-04,1.0938,-0.0027,0.84
007575,宝盈祥泰混合C,保守混合,3,0,2024-07-04,1.1512,-0.0002,0.31
010244,平安瑞尚六个月持有期混合C,保守混合,3,0,2024-07-04,1.0008,-0.0058,8.03
010890,交银施罗德鸿福六个月持有期混合A,沪港深保守混合,3,0,2024-07-04,0.9966,-0.0013,1.79
003806,华安新恒利灵活配置混合C,保守混合,3,2,2024-07-04,1.3639,-0.0001,2.23
011746,南方誉浦一年持有混合A,沪港深保守混合,3,0,2024-07-04,0.9943,0.0001,2.87
007255,华宝稳健养老目标一年持有期混合（FOF）A,保守混合,3,2,2024-07-02,1.1972,-0.0015,0.43
001567,南方利达灵活配置混合C,保守混合,3,3,2024-07-04,1.2729,-0.0041,-0.40
009730,中信保诚安鑫回报债券A,积极债券,3,0,2024-07-04,1.0372,-0.0028,3.99
008617,国寿安保稳健养老目标一年持有期混合（FOF）A,保守混合,3,0,2024-07-03,0.9989,-0.0002,-0.39
011521,鹏扬景源一年持有期混合A,沪港深保守混合,3,0,2024-07-04,0.9914,-0.0024,0.02
660009,农银增强收益债券 - A,积极债券,3,3,2024-07-04,1.7532,-0.0043,-1.56
010540,浙商智多金稳健一年持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9827,-0.0034,4.88
002123,北信瑞丰外延增长主题灵活配置混合,灵活配置,3,4,2024-07-04,1.5810,-0.0120,-3.71
180025,银华信用双利债券 - A,积极债券,3,3,2024-07-04,1.1370,-0.0010,0.71
009155,海富通富盈混合C,保守混合,3,0,2024-07-04,1.0541,-0.0025,2.21
011299,易方达悦安一年持有债券C,积极债券,3,0,2024-07-04,0.9857,-0.0016,0.34
010172,中银新回报灵活配置混合C,保守混合,3,0,2024-07-04,1.6900,0.0000,4.26
002118,广发安盈灵活配置混合A,保守混合,3,3,2024-07-04,1.4512,-0.0002,1.77
006416,方正富邦丰利债券A,积极债券,3,3,2024-07-04,1.0443,-0.0008,2.71
233012,大摩多元收益债券A,积极债券,3,2,2024-07-04,1.2180,-0.0024,2.06
003283,中信保诚至裕灵活配置混合C,保守混合,3,3,2024-07-04,1.2464,-0.0001,1.09
519962,长信利盈灵活配置混合C,保守混合,3,3,2024-07-04,1.1007,0.0000,-0.15
010522,华安添禧一年持有期混合A,保守混合,3,0,2024-07-04,0.9806,-0.0015,1.65
519050,海富通安颐收益混合A,保守混合,3,2,2024-07-04,1.2485,0.0003,2.41
010984,国寿安保稳安混合A,沪港深保守混合,3,0,2024-07-04,0.9836,-0.0005,3.73
005271,安信恒利增强债券A,积极债券,3,2,2024-07-04,1.0715,-0.0016,1.28
010891,交银施罗德鸿福六个月持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9934,-0.0012,1.74
007247,易方达汇智稳健养老一年持有混合（FOF）A,保守混合,3,0,2024-07-02,1.1178,-0.0026,1.05
008070,鹏扬富利增强债券C,积极债券,3,0,2024-07-04,1.0580,-0.0008,2.57
000804,中信建投稳利混合A,保守混合,3,2,2024-07-04,1.2063,-0.0093,-1.77
162205,宏利风险预算混合,保守混合,3,3,2024-07-04,1.1147,-0.0024,0.82
011774,国寿安保璟珹6个月持有期混合C,沪港深保守混合,3,0,2024-07-04,0.9791,0.0010,2.45
003862,招商兴福灵活配置混合C,保守混合,3,3,2024-07-04,1.3227,0.0000,0.68
012191,中银恒泰9个月持有期债券A,积极债券,3,0,2024-07-04,0.9798,-0.0015,0.93
002497,东方盛世灵活配置混合A,保守混合,3,3,2024-07-04,1.4330,-0.0023,2.17
005221,宏利全能优选混合型基金中基金（FOF）A,保守混合,3,2,2024-07-02,1.2431,0.0007,1.05
008630,大成景瑞稳健配置混合C,保守混合,3,0,2024-07-04,1.0593,-0.0073,-1.38
009352,南方誉丰18个月持有期混合C,保守混合,3,0,2024-07-04,1.0666,-0.0003,2.32
007786,富国中证国企一带一路ETF联接A,大盘平衡股票,3,0,2024-07-04,1.2376,-0.0078,7.61
000143,鹏华双债加利债券A,积极债券,3,4,2024-07-04,1.6027,-0.0047,1.00
009015,泓德睿享一年持有期混合A,保守混合,3,0,2024-07-04,1.1922,-0.0121,-2.42
002339,海富通安颐收益混合C,保守混合,3,2,2024-07-04,1.2704,0.0003,2.36
006294,万家稳健养老目标三年持有期混合（FOF）A,保守混合,3,2,2024-07-02,1.1770,-0.0011,0.84
008979,万家民丰回报一年持有期混合,保守混合,3,0,2024-07-04,1.0833,-0.0018,1.63
008221,兴业聚鑫灵活配置混合C,保守混合,3,0,2024-07-04,1.3990,-0.0050,-0.71
001139,华安新动力灵活配置混合A,保守混合,3,2,2024-07-04,1.2668,-0.0005,1.30
011535,万家民瑞祥明6个月持有期混合型C,沪港深保守混合,3,0,2024-07-04,0.9747,-0.0013,-0.02
009977,银华招利一年持有期混合A,保守混合,3,0,2024-07-04,0.9871,-0.0005,0.63
161625,融通可转债债券C,可转债,3,3,2024-07-04,1.0256,-0.0023,-7.80
003387,工银全球美元债C（QDII）,QDII环球债券,3,3,2024-07-03,1.0052,0.0067,-1.74
009181,浙商智多兴稳健回报一年持有期混合A,保守混合,3,0,2024-07-04,1.0092,-0.0038,3.68
001488,万家瑞丰灵活配置混合A,保守混合,3,3,2024-07-04,1.3873,-0.0013,-0.56
000367,国泰安康定期支付混合A,保守混合,3,3,2024-07-04,1.8630,-0.0010,3.27
