代码,基金名称,基金分类,晨星评级(三年),晨星评级(五年),净值日期,单位净值(元),净值日变动(元),今年以来回报(%)
000180,广发美国房地产指数（QDII）美元A,QDII行业股票,0,0,2024-07-03,$0.1621,-0.0003,-1.48
159876,华宝中证有色金属ETF,行业股票 - 其它,0,0,2024-07-04,1.0390,-0.0089,4.35
100055,富国全球科技互联网股票（QDII）,QDII行业股票,0,0,2024-07-03,2.4969,0.0451,16.58
010700,东方红锦丰优选两年定期开放混合,沪港深保守混合（封闭式）,0,0,2024-06-30,0.9495,0.0000,-0.24
008417,鹏扬景瑞三年持有期混合C,保守混合,0,0,2024-07-04,1.2301,-0.0014,2.55
011421,广发全球科技三个月定期开放混合（QDII）美元 A,QDII 环球股债混合,0,0,2024-07-03,$0.1470,0.0020,15.48
001902,前海开源沪港深隆鑫灵活配置混合C,保守混合,0,0,2024-07-04,1.0870,0.0040,13.23
501062,南方瑞合三年定期开放混合（LOF）,沪港深灵活配置（封闭式）,0,0,2024-07-04,1.1723,-0.0068,5.34
968054,摩根国际债券PRC美元份额（累计）,环球债券 - 美元对冲,0,0,2024-07-03,$10.3000,0.0300,-0.10
508001,浙商沪杭甬REIT,基础设施REITs（封闭式）,0,0,2024-07-04,5.9700,0.0000,0.00
070031,嘉实全球房地产（QDII）,QDII行业股票,0,0,2024-07-03,1.0540,-0.0010,-1.66
159880,鹏华国证有色金属行业ETF,行业股票 - 其它,0,0,2024-07-04,1.0095,-0.0064,6.97
001035,中银恒利半年定期开放债券,积极债券（封闭式）,0,0,2024-06-30,1.0084,0.0001,1.02
968055,摩根国际债券PRC美元份额（每月派息）,环球债券 - 美元对冲,0,0,2024-07-03,$8.3600,0.0200,-0.18
169108,东方红均衡优选两年定期开放混合,保守混合（封闭式）,0,0,2024-06-30,1.0423,0.0001,1.94
009420,宝盈祥明一年定期开放混合C,保守混合（封闭式）,0,0,2024-07-04,1.0256,-0.0008,3.96
011423,广发全球科技三个月定期开放混合（QDII）美元 C,QDII 环球股债混合,0,0,2024-07-03,$0.1450,0.0020,15.17
001901,前海开源沪港深隆鑫灵活配置混合A,保守混合,0,0,2024-07-04,1.0420,0.0040,11.80
005810,南方瑞祥一年定期开放灵活配置混合A,沪港深积极配置（封闭式）,0,0,2024-07-04,1.9034,-0.0086,14.59
005444,光大保德信精选18个月混合,灵活配置（封闭式）,0,0,2024-06-30,1.1841,-0.0001,-8.54
002505,鹏华永达中短债6个月定期开放债券C,短债,0,0,2024-07-04,1.0706,0.0001,5.35
968119,易方达(香港)精选债券美元M,环球债券,0,0,2024-07-03,$9.3500,0.0000,0.00
968050,摩根国际债券PRC人民币对冲份额（累计）,其他债券,0,0,2024-07-03,10.5300,0.0200,-1.31
005695,华安睿明两年定开混合A,积极配置 - 中小盘（封闭式）,0,0,2024-07-04,1.0089,-0.0191,-10.30
001641,富国绝对收益多策略定期开放混合A,市场中性策略（封闭式）,0,0,2024-07-04,1.2280,0.0000,-1.52
968013,施罗德亚洲高息股债基金M,其他股债混合,0,0,2024-07-03,131.3680,0.8174,7.30
005615,摩根富时发达市场REITs指数（QDII）美汇,QDII行业股票,0,0,2024-07-03,$0.1773,-0.0001,-2.42
005614,摩根富时发达市场REITs指数（QDII）美钞,QDII行业股票,0,0,2024-07-03,$0.1773,-0.0001,-2.42
501070,广发睿阳三年定期开放混合,标准混合（封闭式）,0,0,2024-07-04,0.9442,0.0029,0.64
008263,东方红品质优选两年定期开放混合,保守混合（封闭式）,0,0,2024-06-30,1.0022,0.0000,-0.30
968024,東亞聯豐亞太區多元收益基金 A RMB Hedged Acc,其他股债混合,0,0,2024-07-03,111.5500,0.4600,17.61
968051,摩根国际债券PRC人民币对冲份额（每月派息）,其他债券,0,0,2024-07-03,8.3400,0.0200,-1.24
004708,红塔红土盛商一年定期开放债券A,积极债券（封闭式）,0,0,2024-06-30,0.8905,0.0000,-2.69
166024,中欧恒利三年定期开放混合,沪港深积极配置（封闭式）,0,0,2024-07-04,0.8256,-0.0130,-8.94
002908,富国睿利定期开放混合A,保守混合（封闭式）,0,0,2024-07-04,1.2230,-0.0010,-4.00
006398,宝盈祥颐定期开放混合A,保守混合（封闭式）,0,0,2024-07-04,1.0732,-0.0029,1.17
002224,中邮绝对收益策略定期开放混合,市场中性策略（封闭式）,0,0,2024-06-30,0.9670,0.0000,3.98
001092,广发纳斯达克生物科技指数人民币（QDII）A,QDII行业股票,0,0,2024-07-03,1.2020,-0.0090,2.56
004709,红塔红土盛商一年定期开放债券C,积极债券（封闭式）,0,0,2024-06-30,0.8732,0.0000,-2.89
005696,华安睿明两年定开混合C,积极配置 - 中小盘（封闭式）,0,0,2024-07-04,0.9508,-0.0180,-10.57
004432,南方中证申万有色金属ETF联接基金A,行业股票 - 其它,0,0,2024-07-04,1.0091,-0.0066,4.56
006859,易方达汇诚养老2033三年持有混合发起式（FOF）A,目标日期,0,0,2024-07-02,1.1593,-0.0043,0.31
009149,富国绝对收益多策略定期开放混合C,市场中性策略（封闭式）,0,0,2024-07-04,1.1870,0.0000,-1.90
006399,宝盈祥颐定期开放混合C,保守混合（封闭式）,0,0,2024-07-04,1.0507,-0.0028,0.96
000844,南方绝对收益策略定期开放混合,市场中性策略（封闭式）,0,0,2024-07-04,1.3475,0.0039,2.85
005811,南方瑞祥一年定期开放灵活配置混合C,沪港深积极配置（封闭式）,0,0,2024-07-04,1.7677,-0.0080,13.90
004274,浦银安盛安恒回报定期开放混合A,保守混合（封闭式）,0,0,2024-07-04,0.8995,-0.0003,0.59
001050,汇添富中证500指数增强A,中盘平衡股票,0,0,2024-07-04,1.4004,-0.0202,-4.21
007910,大成有色金属期货ETF联接A,商品 - 其它,0,0,2024-07-04,1.0159,0.0077,9.73
010990,南方中证申万有色金属ETF联接基金E,行业股票 - 其它,0,0,2024-07-04,0.9952,-0.0066,4.37
004433,南方中证申万有色金属ETF联接基金C,行业股票 - 其它,0,0,2024-07-04,0.9820,-0.0065,4.35
378006,摩根全球新兴市场混合（QDII）,QDII全球新兴市场股债混合,0,0,2024-07-03,1.1101,0.0142,12.61
000593,易方达标普消费品指数增强（QDII）A(美元现汇份额),QDII行业股票,0,0,2024-07-03,$0.3947,0.0028,-0.90
004436,汇添富年年泰定期开放混合A,保守混合（封闭式）,0,0,2024-07-04,1.2279,0.0001,0.36
160644,鹏华香港美国互联网股票（LOF）人民币,QDII行业股票,0,0,2024-07-03,1.2424,0.0196,24.69
968019,东亚联丰亚洲债券及货币A美元累积红利再投,亚洲高收益债券,0,0,2024-07-03,$22.0400,0.0300,9.54
006836,永赢惠泽一年定期开放灵活配置混合,灵活配置（封闭式）,0,0,2024-07-04,1.2815,-0.0101,-4.49
001086,华富恒利债券A,积极债券,0,0,2024-07-04,1.0200,-0.0100,-0.29
004792,富荣富乾债券A,普通债券,0,0,2024-07-04,0.8551,-0.0006,-5.44
004275,浦银安盛安恒回报定期开放混合C,保守混合（封闭式）,0,0,2024-07-04,0.8942,-0.0004,0.40
007271,鹏华养老目标日期2045三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.2366,-0.0032,0.23
320017,诺安全球收益不动产（QDII）,QDII行业股票,0,0,2024-07-03,1.3750,0.0020,-3.71
968033,东方汇理香港组合 - 灵活配置增长基金 Classic M RMB H Acc,其他股债混合,0,0,2024-07-03,1.2974,0.0092,5.72
012891,安信鑫发优选混合C,积极配置 - 大盘平衡,0,0,2024-07-04,1.8643,-0.0134,-1.21
004278,东方红智逸沪港深定期开放混合,保守混合（封闭式）,0,0,2024-06-30,1.2827,0.0000,0.12
007911,大成有色金属期货ETF联接C,商品 - 其它,0,0,2024-07-04,0.9968,0.0075,9.50
512400,南方中证申万有色金属ETF,行业股票 - 其它,0,0,2024-07-04,0.9899,-0.0069,4.71
968016,东亚联丰亚洲债券及货币基金 A 分派,亚洲高收益债券,0,0,2024-07-03,$8.7900,0.0100,9.52
968032,东方汇理香港组合 - 灵活配置增长基金 Classic M RMB H Inc,其他股债混合,0,0,2024-07-03,0.9619,0.0068,5.31
008763,天弘越南市场股票（QDII）A,QDII亚太区不包括日本股票,0,0,2024-07-03,1.4416,0.0079,7.85
006860,易方达汇诚养老2038三年持有混合发起式（FOF）A,目标日期,0,0,2024-07-02,1.1796,-0.0055,-0.19
377016,摩根亚太优势混合（QDII）A,QDII 亚洲股债混合,0,0,2024-07-03,0.9494,0.0091,7.14
160526,博时优势企业灵活配置混合（LOF）A,沪港深积极配置,0,0,2024-07-04,1.1065,-0.0005,20.52
001087,华富恒利债券C,积极债券,0,0,2024-07-04,0.9800,-0.0100,-0.51
004265,金鹰民丰回报定期开放混合,保守混合（封闭式）,0,0,2024-07-04,0.8352,-0.0073,-7.27
968000,摩根亚洲总收益债券PRC人民币对冲份额（累计）,其他债券,0,0,2024-07-03,11.9100,0.0400,0.17
004437,汇添富年年泰定期开放混合C,保守混合（封闭式）,0,0,2024-07-04,1.1757,0.0000,0.05
008764,天弘越南市场股票（QDII）C,QDII亚太区不包括日本股票,0,0,2024-07-03,1.4247,0.0078,7.70
968036,汇丰亚太股票(日本除外)专注波幅基金BC 类 – 人民币,亚太区不包括日本股票,0,0,2024-07-04,9.1853,0.1086,13.49
968037,汇丰亚太股票(日本除外)专注波幅基金BM2 类 – 人民币,亚太区不包括日本股票,0,0,2024-07-04,7.9400,0.0935,13.49
006292,易方达汇诚养老2043三年持有混合（FOF）A,目标日期,0,0,2024-07-02,1.2305,-0.0063,-0.50
968021,东亚联丰亚洲债券及货币A人民币对冲累积红利再投,其他债券,0,0,2024-07-03,95.7100,0.0900,8.15
968001,摩根亚洲总收益债券PRC人民币对冲份额（每月派息）现金红利,其他债券,0,0,2024-07-03,6.9900,0.0300,0.23
011093,永赢宏泽一年定期开放灵活配置混合,灵活配置（封闭式）,0,0,2024-07-04,0.8426,-0.0039,-2.65
004793,富荣富乾债券C,普通债券,0,0,2024-07-04,0.7864,-0.0004,-5.00
009415,中邮瑞享两年定期开放混合A,保守混合（封闭式）,0,0,2024-06-30,0.9497,0.0000,0.32
004680,前海开源裕瑞混合A,保守混合,0,0,2024-07-04,1.0867,-0.0058,1.85
009686,华夏磐利一年定期开放混合A,积极配置 - 中小盘（封闭式）,0,0,2024-07-04,1.0924,-0.0311,-29.89
968018,东亚联丰亚洲债券及货币A人民币对冲分派现金分红,其他债券,0,0,2024-07-03,65.7600,0.0600,8.17
000585,嘉实对冲套利定期开放混合A,市场中性策略（封闭式）,0,0,2024-07-04,1.1210,0.0000,-5.00
512810,华宝中证军工ETF,行业股票 - 其它,0,0,2024-07-04,0.9726,-0.0115,-11.35
000762,汇添富绝对收益策略定期开放混合A,市场中性策略（封闭式）,0,0,2024-07-04,1.2300,-0.0010,1.40
000992,广发对冲套利定开发起式,市场中性策略（封闭式）,0,0,2024-07-04,1.1670,-0.0030,-2.34
968067,惠理高息股票基金-P累积人民币对冲,行业股票-其他,0,0,2024-07-03,12.4053,0.0863,10.61
007231,国泰民安养老目标日期2040三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.1102,-0.0083,3.23
009416,中邮瑞享两年定期开放混合C,保守混合（封闭式）,0,0,2024-06-30,0.9316,-0.0001,0.06
009573,南方养老目标日期2045三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.9172,-0.0041,-0.78
968106,汇丰亚洲债券基金-人民币对冲-每月派息,其他债券,0,0,2024-07-04,7.5038,-0.0107,-0.20
009687,华夏磐利一年定期开放混合C,积极配置 - 中小盘（封闭式）,0,0,2024-07-04,1.0754,-0.0306,-30.03
501073,华安智联混合（LOF）A,保守混合,0,0,2024-07-04,1.0070,-0.0040,0.92
006190,前海开源裕瑞混合C,保守混合,0,0,2024-07-04,1.0659,-0.0057,1.57
501079,大成科创主题混合（LOF）A,积极配置 - 大盘成长,0,0,2024-07-04,2.0713,-0.0312,-6.26
008553,万家养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.9563,-0.0039,-1.00
006245,嘉实养老目标日期2030三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.1867,-0.0031,-2.23
968066,惠理高息股票基金-P每月派息人民币对冲,行业股票-其他,0,0,2024-07-03,9.9672,0.0693,10.50
001511,兴全新视野定期开放混合型发起式,积极配置 - 大盘平衡（封闭式）,0,0,2024-07-04,1.5250,-0.0100,-0.97
008697,交银施罗德养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0962,-0.0067,-2.46
006290,南方养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.3669,-0.0071,-1.04
968014,东方汇理亚太新动力股息基金(M 人民币(对冲)-累算),行业股票-其他,0,0,2024-07-03,0.9947,0.0086,8.67
968109,汇丰亚洲债券基金-澳元对冲-每月派息,其他债券,0,0,2024-07-04,7.4934,-0.0132,0.34
168203,国联国证钢铁行业指数A,行业股票 - 其它,0,0,2024-07-04,0.9970,-0.0100,-4.59
164402,前海开源中航军工指数A,行业股票 - 其它,0,0,2024-07-04,0.7948,-0.0058,-6.69
008140,汇添富绝对收益策略定期开放混合C,市场中性策略（封闭式）,0,0,2024-07-04,1.1850,-0.0010,1.02
512560,易方达中证军工ETF,行业股票 - 其它,0,0,2024-07-04,0.5128,-0.0062,-11.49
011694,华泰紫金信息科技主题6个月定期开放混合A,沪港深积极配置（封闭式）,0,0,2024-06-30,0.8645,-0.0001,11.82
968073,摩根亚洲增长基金 acc RMB,亚洲不包括日本股票,0,0,2024-07-03,12.2800,0.1100,12.87
968015,东方汇理亚太新动力股息基金(M 人民币(对冲)-分派),行业股票-其他,0,0,2024-07-03,0.6859,0.0059,7.98
501019,国泰国证航天军工指数（LOF）A,行业股票 - 其它,0,0,2024-07-04,0.9857,-0.0090,-7.31
006972,金鹰民安回报一年定期开放混合A,保守混合（封闭式）,0,0,2024-07-04,0.8750,-0.0077,-5.57
516780,华泰柏瑞中证稀土产业ETF,行业股票 - 其它,0,0,2024-07-04,0.7855,-0.0159,-13.15
009366,浦银安盛科技创新一年定期开放混合A,积极配置 - 大盘成长（封闭式）,0,0,2024-07-04,0.8744,-0.0063,16.90
501046,财通福鑫定开混合发起,积极配置 - 中小盘（封闭式）,0,0,2024-07-04,2.0167,0.0112,15.78
010190,嘉实价值发现三个月定期开放混合,积极配置 - 大盘平衡（封闭式）,0,0,2024-07-04,0.9280,-0.0029,9.97
006575,华安养老目标日期2030三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0447,-0.0015,1.94
006291,南方养老目标日期2035三年持有期混合（FOF）C,目标日期,0,0,2024-07-02,1.3363,-0.0070,-1.24
007639,汇添富竞争优势灵活配置混合,沪港深灵活配置,0,0,2024-07-04,1.0525,-0.0002,6.29
007407,农银养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0989,-0.0028,1.09
502003,易方达中证军工指数（LOF）A,行业股票 - 其它,0,0,2024-07-04,1.0231,-0.0118,-11.14
007238,平安养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.1522,-0.0040,-3.01
001093,广发纳斯达克生物科技指数美元（QDII）A,QDII行业股票,0,0,2024-07-03,$0.1686,-0.0013,1.87
010201,农银汇理智增一年定期开放混合,积极配置 - 大盘平衡（封闭式）,0,0,2024-06-30,0.8131,-0.0001,2.87
007748,天弘养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0108,-0.0025,-1.46
501063,汇添富悦享两年持有混合,沪港深灵活配置,0,0,2024-07-04,0.9130,0.0005,5.65
007735,金鹰民安回报一年定期开放混合C,保守混合（封闭式）,0,0,2024-07-04,0.8599,-0.0075,-5.76
009367,浦银安盛科技创新一年定期开放混合C,积极配置 - 大盘成长（封闭式）,0,0,2024-07-04,0.8621,-0.0061,16.67
007668,广发养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.8903,-0.0039,-3.12
003115,光大保德信诚鑫灵活配置混合A,保守混合,0,0,2024-07-04,0.9565,-0.0231,-23.50
006321,中欧预见养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.3411,-0.0060,-3.36
007239,平安养老目标日期2035三年持有期混合（FOF）C,目标日期,0,0,2024-07-02,1.1382,-0.0039,-3.13
501064,国泰价值优选灵活配置混合（LOF）A,灵活配置,0,0,2024-07-04,1.8140,-0.0137,-9.12
118001,易方达亚洲精选股票（QDII）,QDII亚太区不包括日本股票,0,0,2024-07-03,1.0790,0.0160,19.89
516150,嘉实中证稀土产业ETF,行业股票 - 其它,0,0,2024-07-04,0.8225,-0.0169,-13.64
011367,创金合信群力一年定期开放混合（MOM）A,沪港深积极配置（封闭式）,0,0,2024-07-04,0.8153,-0.0051,-0.84
011695,华泰紫金信息科技主题6个月定期开放混合C,沪港深积极配置（封闭式）,0,0,2024-06-30,0.8427,-0.0001,11.38
001530,万家瑞富灵活配置混合A,保守混合,0,0,2024-07-04,0.8920,-0.0050,0.31
968104,汇丰亚洲债券基金-人民币对冲-累计,其他债券,0,0,2024-07-04,8.8891,-0.0132,-0.81
003254,前海开源鼎裕债券A,积极债券,0,0,2024-07-04,0.9856,-0.0053,-8.19
001412,德邦鑫星价值灵活配置混合A,灵活配置,0,0,2024-07-04,1.1171,-0.0092,-2.15
006977,农银汇理海棠三年定期开放混合,积极配置 - 大盘成长（封闭式）,0,0,2024-06-30,0.9317,0.0000,-5.91
003116,光大保德信诚鑫灵活配置混合C,保守混合,0,0,2024-07-04,0.9479,-0.0229,-23.52
006322,中欧预见养老目标日期2035三年持有期混合（FOF）C,目标日期,0,0,2024-07-02,1.3107,-0.0059,-3.55
002112,德邦鑫星价值灵活配置混合C,灵活配置,0,0,2024-07-04,1.0752,-0.0089,-2.20
968011,摩根太平洋证券基金PRC美元份额（累计）,亚太区股票,0,0,2024-07-03,$19.5500,0.1800,9.16
160425,华安创业板两年定期开放混合,积极配置 - 大盘成长（封闭式）,0,0,2024-06-30,0.9760,-0.0001,-10.66
012007,万家瑞富灵活配置混合C,保守混合,0,0,2024-07-04,0.8545,-0.0048,0.16
502023,鹏华国证钢铁行业指数（LOF）A,行业股票 - 其它,0,0,2024-07-04,1.3399,-0.0139,-4.43
163115,申万菱信中证军工指数A,行业股票 - 其它,0,0,2024-07-04,0.8358,-0.0096,-11.37
005402,广发资源优选股票A,行业股票 - 其它,0,0,2024-07-04,1.7066,0.0109,23.19
006792,鹏华香港美国互联网股票（LOF）美元现汇,QDII行业股票,0,0,2024-07-03,$0.1742,0.0027,23.81
012008,易方达稳健回报混合A,沪港深灵活配置,0,0,2024-07-04,0.7993,-0.0005,2.03
006622,华夏养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0940,-0.0047,-1.44
003255,前海开源鼎裕债券C,积极债券,0,0,2024-07-04,0.9885,-0.0053,-8.35
002839,华夏新锦程灵活配置混合C,保守混合,0,0,2024-07-04,0.8853,-0.0034,-8.68
968082,汇丰亚洲高入息债券基金人民币对冲份额（累计）,其他债券,0,0,2024-07-04,9.0715,0.0152,2.25
006295,工银瑞信养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.2737,-0.0032,-1.70
003017,广发中证军工ETF联接基金A,行业股票 - 其它,0,0,2024-07-04,0.8378,-0.0097,-11.08
009837,华夏磐锐一年定期开放混合A,积极配置 - 中小盘（封闭式）,0,0,2024-07-04,0.9472,-0.0171,-21.80
161024,富国中证军工指数A,行业股票 - 其它,0,0,2024-07-04,0.8430,-0.0100,-11.45
512680,广发中证军工ETF,行业股票 - 其它,0,0,2024-07-04,0.8688,-0.0107,-11.89
968084,汇丰亚洲高入息债券基金-人民币对冲-每月派息,其他债券,0,0,2024-07-04,6.9012,0.0114,2.11
012009,易方达稳健回报混合C,沪港深灵活配置,0,0,2024-07-04,0.7919,-0.0005,1.88
006307,嘉实养老目标日期2040五年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.2063,-0.0050,-3.59
005693,广发中证军工ETF联接基金C,行业股票 - 其它,0,0,2024-07-04,0.8303,-0.0097,-11.18
010235,广发资源优选股票C,行业股票 - 其它,0,0,2024-07-04,1.6820,0.0108,22.94
159944,广发中证全指原材料ETF,行业股票 - 其它,0,0,2024-07-04,0.8870,-0.0063,1.21
005167,嘉实润泽量化一年定期开放混合,保守混合（封闭式）,0,0,2024-07-04,0.9569,-0.0100,-12.07
006296,鹏华养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.1150,-0.0037,-0.96
006623,华夏养老目标日期2035三年持有期混合（FOF）C,目标日期,0,0,2024-07-02,1.0715,-0.0046,-1.64
512660,国泰中证军工ETF,行业股票 - 其它,0,0,2024-07-04,0.8467,-0.0103,-11.92
010320,华安养老目标日期2040三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.7957,-0.0020,-3.85
011368,创金合信群力一年定期开放混合（MOM）C,沪港深积极配置（封闭式）,0,0,2024-07-04,0.7886,-0.0050,-1.34
968087,汇丰亚洲高入息债券基金-澳元对冲-每月派息,其他债券,0,0,2024-07-04,6.8770,0.0098,2.84
008189,国泰中证钢铁ETF联接基金A,行业股票 - 其它,0,0,2024-07-04,1.0453,-0.0126,-6.94
007188,嘉实养老目标日期2050五年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.2580,-0.0052,-3.61
009572,南方养老目标日期2040三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.8686,-0.0037,-4.48
009838,华夏磐锐一年定期开放混合C,积极配置 - 中小盘（封闭式）,0,0,2024-07-04,0.9339,-0.0169,-21.97
007661,南方养老目标日期2030三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0471,-0.0048,-3.48
003956,南方产业智选股票,沪港深股票,0,0,2024-07-04,1.7617,0.0019,15.56
005850,财通沪深300指数增强,大盘平衡股票,0,0,2024-07-04,1.3133,-0.0074,0.78
968010,摩根太平洋证券PRC人民币对冲份额（累计）,行业股票-其他,0,0,2024-07-03,20.6800,0.1900,7.82
002746,汇添富多策略定开混合,灵活配置（封闭式）,0,0,2024-07-04,1.4630,-0.0020,-1.75
161728,招商瑞智优选灵活配置混合（LOF）,沪港深灵活配置,0,0,2024-07-04,0.9161,-0.0048,12.75
010010,国投瑞银港股通6个月定期开放股票,香港股票（封闭式）,0,0,2024-07-04,0.7959,0.0016,12.42
008190,国泰中证钢铁ETF联接基金C,行业股票 - 其它,0,0,2024-07-04,1.0308,-0.0124,-7.07
007650,工银瑞信养老目标日期2040三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0992,-0.0016,-2.13
161729,招商瑞利灵活配置混合（LOF）A,沪港深灵活配置,0,0,2024-07-04,1.7148,-0.0300,-19.19
968092,汇丰亚洲高收益债券基金-人民币非对冲-累计,亚洲高收益债券,0,0,2024-07-04,8.0137,0.0176,8.29
001890,中欧精选灵活配置定期开放混合E,积极配置 - 大盘成长（封闭式）,0,0,2024-07-04,1.5108,-0.0017,4.45
968062,摩根太平洋科技人民币累计,行业股票-科技,0,0,2024-07-03,13.4500,0.1700,16.45
001117,中欧精选灵活配置定期开放混合A,积极配置 - 大盘成长（封闭式）,0,0,2024-07-04,1.5058,-0.0017,4.45
968038,汇丰亚太股票(日本除外)专注波幅基金BC 类 – 港元,亚太区不包括日本股票,0,0,2024-07-04,8.4885,0.1001,10.78
169103,东方红睿轩三年定开混合,沪港深积极配置（封闭式）,0,0,2024-07-04,1.5576,-0.0162,-1.15
968039,汇丰亚太股票(日本除外)专注波幅基金 BM2 HKD,亚太区不包括日本股票,0,0,2024-07-04,7.3187,0.0863,10.79
007250,广发养老目标日期2050五年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0575,-0.0029,1.21
519130,海富通新内需灵活配置混合A,灵活配置,0,0,2024-07-04,1.0671,0.0015,-3.09
968034,汇丰亚太股票(日本除外)专注波幅基金BC 类 – 美元,亚太区不包括日本股票,0,0,2024-07-04,$8.5287,0.1031,10.78
968035,汇丰亚太股票(日本除外)专注波幅基金BM2 类 – 美元,亚太区不包括日本股票,0,0,2024-07-04,$7.3549,0.0889,10.78
968094,汇丰亚洲高收益债券基金-人民币非对冲-每月派息,亚洲高收益债券,0,0,2024-07-04,5.5305,0.0125,8.27
002172,海富通新内需灵活配置混合C,灵活配置,0,0,2024-07-04,1.1224,0.0016,-3.12
004049,华夏新锦汇灵活配置混合C,保守混合,0,0,2024-07-04,0.8459,-0.0025,-1.01
010348,景顺长城泰保三个月定期开放混合,积极配置 - 大盘成长（封闭式）,0,0,2024-07-04,0.7578,-0.0017,1.35
004848,中欧睿泓定期开放灵活配置混合,积极配置 - 大盘成长（封闭式）,0,0,2024-06-30,1.6889,-0.0001,1.94
012815,宝盈新兴产业灵活配置混合C,积极配置 - 中小盘,0,0,2024-07-04,0.7407,-0.0053,-2.96
000596,前海开源中证军工指数A,行业股票 - 其它,0,0,2024-07-04,1.3930,-0.0110,-9.72
007651,工银瑞信养老目标日期2045三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0314,-0.0020,-2.06
011501,方正富邦汇福一年定期开放灵活配置混合A,沪港深保守混合（封闭式）,0,0,2024-07-04,0.7915,-0.0006,-7.33
515210,国泰中证钢铁ETF,行业股票 - 其它,0,0,2024-07-04,1.1037,-0.0142,-7.50
010695,华夏磐益一年定期开放混合,沪港深积极配置（封闭式）,0,0,2024-07-04,0.8276,-0.0144,-18.16
006158,博时荣享回报灵活配置定期开放混合A,灵活配置（封闭式）,0,0,2024-06-30,1.2182,-0.0001,5.06
002199,前海开源中证军工指数C,行业股票 - 其它,0,0,2024-07-04,0.7030,-0.0060,-9.87
006305,银华尊和养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.1986,-0.0052,-2.48
501097,国寿安保科技创新混合（LOF）,积极配置 - 大盘成长,0,0,2024-07-04,0.9404,-0.0018,-1.82
008609,广发养老目标日期2040三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.8879,-0.0055,-3.92
516570,易方达中证石化产业ETF,行业股票 - 其它,0,0,2024-07-04,0.7524,-0.0012,7.90
006894,兴业养老目标日期2035三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0001,-0.0039,-2.10
007297,大成养老目标日期2040三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,1.0609,-0.0034,0.53
011502,方正富邦汇福一年定期开放灵活配置混合C,沪港深保守混合（封闭式）,0,0,2024-07-04,0.7786,-0.0005,-7.56
004881,中银沪深300指数增强A,大盘平衡股票,0,0,2024-07-04,1.0527,-0.0025,4.39
501189,嘉实产业优选灵活配置混合（LOF）A,积极配置 - 大盘平衡,0,0,2024-07-04,0.9199,-0.0106,-3.45
006159,博时荣享回报灵活配置定期开放混合C,灵活配置（封闭式）,0,0,2024-06-30,1.1947,-0.0001,4.80
161132,易方达科顺定开混合（LOF）,沪港深积极配置（封闭式）,0,0,2024-07-04,1.6273,0.0052,7.52
010193,农银养老目标日期2045五年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.7887,-0.0037,0.19
006895,兴业养老目标日期2035三年持有期混合（FOF）C,目标日期,0,0,2024-07-02,0.9837,-0.0038,-2.29
007298,大成养老目标日期2040三年持有期混合（FOF）C,目标日期,0,0,2024-07-02,1.0399,-0.0033,0.34
010311,中银沪深300指数增强C,大盘平衡股票,0,0,2024-07-04,1.0364,-0.0026,4.18
501075,万家科创主题灵活配置混合（LOF）A,灵活配置,0,0,2024-07-04,1.5547,-0.0078,6.68
011824,浙商汇金量化臻选股票A,沪港深股票,0,0,2024-07-04,0.7445,-0.0125,-6.91
009984,鹏华启航混合,沪港深积极配置,0,0,2024-07-04,0.7443,-0.0009,4.05
001245,工银生态环境股票A,行业股票 - 其它,0,0,2024-07-04,1.5640,0.0020,-0.95
