代码,基金名称,基金分类,晨星评级(三年),晨星评级(五年),净值日期,单位净值(元),净值日变动(元),今年以来回报(%)
562360,银华中证机器人ETF,大盘成长股票,0,0,2024-07-04,0.6704,-0.0061,-17.42
013296,民生加银聚优精选混合,沪港深积极配置,0,0,2024-07-04,0.4421,-0.0019,-20.97
013425,博时标普500ETF联接（QDII）AUSD,QDII美国股票,0,0,2024-07-03,$0.5992,0.0027,13.57
013499,博时标普500ETF联接（QDII）CUSD,QDII美国股票,0,0,2024-07-03,$0.5846,0.0026,13.38
013500,南方金融主题灵活配置混合C,积极配置 - 大盘平衡,0,0,2024-07-04,0.8611,-0.0245,-17.83
013501,南方品质优选灵活配置混合C,灵活配置,0,0,2024-07-04,1.8835,-0.0054,13.67
013489,广发东财大数据精选灵活配置混合C,灵活配置,0,0,2024-07-04,1.0430,-0.0048,-12.15
013248,交银鸿泰一年持有期混合A,沪港深保守混合,0,0,2024-07-04,0.9905,-0.0012,3.70
012242,华安添荣中短债债券A,短债,0,0,2024-07-04,1.0768,0.0002,2.61
012954,华泰柏瑞恒利混合C,沪港深保守混合,0,0,2024-07-04,1.1365,-0.0010,4.30
013249,交银鸿泰一年持有期混合C,沪港深保守混合,0,0,2024-07-04,0.9802,-0.0013,3.48
013297,嘉合磐固一年定开纯债债券,纯债（封闭式）,0,0,2024-06-30,1.0355,0.0002,3.23
012953,华泰柏瑞恒利混合A,沪港深保守混合,0,0,2024-07-04,1.1430,-0.0010,4.41
012320,西藏东财国证消费电子主题指数增强C,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6674,-0.0036,-3.30
516130,华宝中证消费龙头ETF,行业股票 - 消费,0,0,2024-07-04,0.7020,-0.0047,-4.23
012319,西藏东财国证消费电子主题指数增强A,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6729,-0.0036,-3.15
013115,鑫元金融债3个月定期开放债券,利率债（封闭式）,0,0,2024-07-04,1.0276,-0.0003,2.40
159896,南方中证物联网主题ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6690,-0.0054,-4.39
013093,汇添富中证沪港深科技龙头指数A,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6482,-0.0022,-2.08
012806,招商添呈1年定开债券,纯债（封闭式）,0,0,2024-06-30,1.0157,0.0001,1.92
013094,汇添富中证沪港深科技龙头指数C,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6433,-0.0021,-2.28
159895,易方达中证物联网主题ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.7160,-0.0056,-4.35
159777,国联安创业板科技ETF,大盘成长股票,0,0,2024-07-04,0.5579,-0.0076,-12.91
012132,华泰保兴价值成长混合A,积极配置 - 大盘平衡,0,0,2024-07-04,0.7522,-0.0042,6.17
012177,华泰保兴价值成长混合C,积极配置 - 大盘平衡,0,0,2024-07-04,0.7482,-0.0041,6.07
013270,前海开源聚利一年持有混合A,沪港深积极配置,0,0,2024-07-04,0.7397,-0.0013,14.05
013271,前海开源聚利一年持有混合C,沪港深积极配置,0,0,2024-07-04,0.7378,-0.0014,13.98
013569,天弘永利优佳混合A,沪港深保守混合,0,0,2024-07-04,0.9877,-0.0005,1.52
013570,天弘永利优佳混合C,沪港深保守混合,0,0,2024-07-04,0.9768,-0.0005,1.31
013443,建信创业板ETF联接基金E,大盘成长股票,0,0,2024-07-04,1.1079,-0.0080,-11.25
013442,建信中证1000指数增强E,中盘成长股票,0,0,2024-07-04,1.2273,-0.0259,-16.33
013444,建信上证50ETF联接基金E,大盘平衡股票,0,0,2024-07-04,1.0988,-0.0029,3.43
013404,大成标普500等权重指数（QDII）美元A,QDII美国股票,0,0,2024-07-03,$0.3380,0.0002,0.30
159701,招商中证物联网主题ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6689,-0.0053,-4.44
012948,兴证全球恒利一年定开债券,纯债（封闭式）,0,0,2024-07-04,1.0685,0.0001,2.43
011880,国泰中债1-5年政策性金融债指数A,利率债,0,0,2024-07-04,1.0612,-0.0002,2.79
011881,国泰中债1-5年政策性金融债指数C,利率债,0,0,2024-07-04,1.0586,-0.0002,2.74
012893,安信优质企业三年持有混合C,沪港深积极配置,0,0,2024-07-04,0.7052,-0.0046,-3.98
012892,安信优质企业三年持有混合A,沪港深积极配置,0,0,2024-07-04,0.7146,-0.0047,-3.74
013372,民生加银新能源智选混合C,积极配置 - 大盘平衡,0,0,2024-07-04,0.4762,-0.0080,-15.42
013371,民生加银新能源智选混合A,积极配置 - 大盘平衡,0,0,2024-07-04,0.4815,-0.0081,-15.24
013374,中银证券安业债券C,纯债,0,0,2024-07-04,1.0669,0.0001,2.10
012746,富国双利增强债券A,积极债券,0,0,2024-07-04,0.9454,-0.0021,0.89
517090,国泰富时中国国企开放共赢ETF,沪港深股票,0,0,2024-07-04,1.5246,-0.0002,26.50
013373,中银证券安业债券A,纯债,0,0,2024-07-04,1.0697,0.0002,2.26
013577,华安众悦60天滚动持有短债A,短债,0,0,2024-07-04,1.0930,0.0000,1.74
012931,平安双季盈6个月持有债券A,纯债,0,0,2024-07-04,1.1127,0.0001,2.52
012212,天弘中证高端装备制造指数增强A,大盘平衡股票,0,0,2024-07-04,0.6881,-0.0041,-1.39
517180,南方富时中国国企开放共赢ETF,沪港深股票,0,0,2024-07-04,1.6179,-0.0004,26.98
012747,富国双利增强债券C,积极债券,0,0,2024-07-04,0.9403,-0.0021,0.88
588280,华安上证科创板50ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.5002,-0.0082,-18.96
013578,华安众悦60天滚动持有短债C,短债,0,0,2024-07-04,1.0868,0.0001,1.64
012932,平安双季盈6个月持有债券C,纯债,0,0,2024-07-04,1.1055,0.0002,2.40
012213,天弘中证高端装备制造指数增强C,大盘平衡股票,0,0,2024-07-04,0.6829,-0.0041,-1.54
013531,浙商聚潮产业成长混合C,积极配置 - 大盘平衡,0,0,2024-07-04,1.3270,-0.0280,-10.22
013530,弘毅远方国企转型升级混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.0912,-0.0116,-11.25
013646,景顺景泰鼎利一年定开纯债C,纯债（封闭式）,0,0,2024-07-04,1.0548,0.0002,2.48
013645,景顺景泰鼎利一年定开纯债A,纯债（封闭式）,0,0,2024-07-04,1.0555,0.0003,2.47
013511,汇丰晋信低碳先锋股票C,大盘成长股票,0,0,2024-07-04,1.8475,-0.0429,-24.51
013543,英大安惠纯债债券E,纯债,0,0,2024-07-04,1.0538,-0.0001,1.68
013509,广发亚太中高收益债券（QDII）美元 C,QDII环球债券,0,0,2024-07-03,$0.1611,0.0002,-0.06
013508,广发亚太中高收益债券（QDII）人民币 C,QDII环球债券,0,0,2024-07-03,1.1489,0.0016,0.61
013532,广发安宏回报灵活配置混合E,灵活配置,0,0,2024-07-04,0.7493,-0.0062,-3.71
013533,广发科技创新混合C,积极配置 - 大盘成长,0,0,2024-07-04,1.3151,-0.0101,-5.64
013587,英大纯债 - E,普通债券,0,0,2024-07-04,1.1409,-0.0009,3.30
013546,财通资管鸿享30天滚动持有中短债A,短债,0,0,2024-07-04,1.0430,0.0000,3.58
013547,财通资管鸿享30天滚动持有中短债C,短债,0,0,2024-07-04,1.0389,0.0000,3.47
013097,财通资管双盈债券A,积极债券,0,0,2024-07-04,1.0416,-0.0007,0.66
013098,财通资管双盈债券C,积极债券,0,0,2024-07-04,1.0301,-0.0007,0.46
013513,长安先进制造混合A,沪港深积极配置,0,0,2024-07-04,0.5617,-0.0002,9.86
013514,长安先进制造混合C,沪港深积极配置,0,0,2024-07-04,0.5542,-0.0002,9.57
012900,招商创业板指数增强A,沪港深股票,0,0,2024-07-04,0.4753,-0.0050,-10.25
012901,招商创业板指数增强C,沪港深股票,0,0,2024-07-04,0.4704,-0.0050,-10.43
013345,富荣信息技术混合A,行业混合 - 科技、传媒及通讯,0,0,2024-07-04,0.7526,-0.0147,-3.49
013346,富荣信息技术混合C,行业混合 - 科技、传媒及通讯,0,0,2024-07-04,0.7445,-0.0146,-3.69
013378,方正富邦稳裕纯债A,纯债,0,0,2024-07-04,1.0599,0.0015,3.38
013379,方正富邦稳裕纯债C,纯债,0,0,2024-07-04,1.0555,0.0015,3.21
970064,长城证券三个月滚动持有债券A,短债,0,0,2024-07-04,1.1340,0.0001,1.91
970065,长城证券三个月滚动持有债券B,短债,0,0,2024-07-04,1.1341,0.0001,1.91
970066,长城证券三个月滚动持有债券C,短债,0,0,2024-07-04,1.1244,0.0001,1.75
012508,嘉实安康稳健养老目标一年持有期混合（FOF）A,保守混合,0,0,2024-07-02,0.9733,0.0004,3.11
013473,华宝中证新材料ETF联接A,大盘成长股票,0,0,2024-07-04,0.4346,-0.0051,-14.73
013474,华宝中证新材料ETF联接C,大盘成长股票,0,0,2024-07-04,0.4311,-0.0050,-14.87
012310,民生加银中债3-5年政策性金融债指数,利率债,0,0,2024-07-04,1.0774,-0.0003,3.47
159719,平安富时中国国企开放共赢ETF,沪港深股票,0,0,2024-07-04,1.5801,-0.0003,26.65
013585,天弘齐享债券A,纯债,0,0,2024-07-04,1.0342,-0.0002,2.83
013586,天弘齐享债券C,纯债,0,0,2024-07-04,1.0263,-0.0002,2.74
013626,华夏周期驱动混合A,沪港深积极配置,0,0,2024-07-04,0.7783,-0.0044,4.53
013197,南方兴锦利一年定开债券,信用债（封闭式）,0,0,2024-07-04,1.0287,0.0001,2.38
013627,华夏周期驱动混合C,沪港深积极配置,0,0,2024-07-04,0.7656,-0.0043,4.22
013639,光大保德信中证500指数增强A,沪港深股票,0,0,2024-07-04,0.8190,-0.0101,-3.31
013184,广发恒阳一年持有期混合A,沪港深保守混合,0,0,2024-07-04,0.9376,-0.0024,-0.95
013640,光大保德信中证500指数增强C,沪港深股票,0,0,2024-07-04,0.8097,-0.0099,-3.50
013185,广发恒阳一年持有期混合C,沪港深保守混合,0,0,2024-07-04,0.9275,-0.0025,-1.16
013624,嘉实价值创造三年持有期混合A,沪港深积极配置,0,0,2024-07-04,0.9957,-0.0084,15.10
013625,嘉实价值创造三年持有期混合C,沪港深积极配置,0,0,2024-07-04,0.9864,-0.0084,14.86
012073,华安均衡优选混合A,沪港深积极配置,0,0,2024-07-04,0.6392,0.0008,-0.70
012074,华安均衡优选混合C,沪港深积极配置,0,0,2024-07-04,0.6307,0.0008,-0.94
013300,工银价值稳健6个月持有混合（FOF）A,保守混合,0,0,2024-07-02,0.9770,0.0000,0.30
013654,永赢信利碳中和一年定开债券,纯债（封闭式）,0,0,2024-07-04,1.0328,0.0001,2.56
013301,工银价值稳健6个月持有混合（FOF）C,保守混合,0,0,2024-07-02,0.9667,0.0000,0.09
013462,鹏扬成长先锋混合C,沪港深积极配置,0,0,2024-07-04,0.5732,-0.0053,-4.63
013461,鹏扬成长先锋混合A,沪港深积极配置,0,0,2024-07-04,0.5793,-0.0054,-4.44
013336,天弘安悦90天滚动持有短债,短债,0,0,2024-07-04,1.0829,0.0001,1.83
013596,招商中证煤炭等权指数（LOF）C,行业股票 - 其它,0,0,2024-07-04,1.8346,-0.0307,-1.43
013597,招商中证全指证券公司指数（LOF）C,行业股票 - 金融地产,0,0,2024-07-04,0.8255,-0.0150,-14.31
517160,南方中证长江保护主题ETF,沪港深股票,0,0,2024-07-04,0.6125,-0.0051,-6.30
013606,华夏中证内地低碳经济主题ETF联接C,行业股票 - 其它,0,0,2024-07-04,0.4881,-0.0044,-6.62
013605,华夏中证内地低碳经济主题ETF联接A,行业股票 - 其它,0,0,2024-07-04,0.4921,-0.0044,-6.48
517330,易方达中证长江保护主题ETF,沪港深股票,0,0,2024-07-04,0.6166,-0.0051,-6.32
013610,中信保诚前瞻优势混合,沪港深积极配置,0,0,2024-07-04,0.6946,-0.0056,-14.22
013595,永赢稳健增利18个月持有期混合E,保守混合,0,0,2024-07-04,1.0041,-0.0002,3.22
013558,长信利富债券C,积极债券,0,0,2024-07-04,1.1559,-0.0029,1.33
013600,九泰锐富事件驱动混合（LOF）C,积极配置 - 大盘平衡,0,0,2024-07-04,1.0340,-0.0070,-6.51
013609,光大保德信中债1-5年政策性金融债指数D,利率债,0,0,2024-07-04,1.0813,-0.0002,2.83
013641,博道成长智航股票A,大盘平衡股票,0,0,2024-07-04,0.7773,-0.0135,-13.18
012157,汇添富上证50基本面增强指数A,沪港深股票,0,0,2024-07-04,0.8631,0.0007,11.64
013642,博道成长智航股票C,大盘平衡股票,0,0,2024-07-04,0.7669,-0.0133,-13.40
012121,华夏永润六个月持有混合A,沪港深保守混合,0,0,2024-07-04,0.9977,-0.0004,4.33
012158,汇添富上证50基本面增强指数C,沪港深股票,0,0,2024-07-04,0.8540,0.0007,11.42
970054,信达添利三个月持有债券,积极债券,0,0,2024-07-04,1.0875,0.0001,1.75
012122,华夏永润六个月持有混合C,沪港深保守混合,0,0,2024-07-04,0.9871,-0.0004,4.12
012819,招商享诚增强债券C,积极债券,0,0,2024-07-04,1.0706,-0.0013,3.98
012818,招商享诚增强债券A,积极债券,0,0,2024-07-04,1.0821,-0.0012,4.21
013635,申万菱信双利混合C,沪港深保守混合,0,0,2024-07-04,0.8871,-0.0001,-1.06
013634,申万菱信双利混合A,沪港深保守混合,0,0,2024-07-04,0.8967,-0.0001,-0.85
013490,同泰金融精选股票A,行业股票 - 金融地产,0,0,2024-07-04,0.8101,-0.0042,9.22
517660,天弘中证沪港深物联网主题ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.7541,0.0002,-1.30
013623,湘财周期轮动一年持有期混合,积极配置 - 大盘平衡,0,0,2024-07-04,0.7334,-0.0033,3.14
013491,同泰金融精选股票C,行业股票 - 金融地产,0,0,2024-07-04,0.8016,-0.0041,9.00
968124,高腾亚洲收益基金M 类(人民币) – 累积,亚洲债券,0,0,2024-07-03,9.3700,0.0300,5.76
968125,高腾亚洲收益基金M 类(人民币) – 派息,亚洲债券,0,0,2021-08-10,10.0000,-,-
968127,高腾亚洲收益基金M 类(人民币对冲) – 派息,其他债券,0,0,-,-,-,-
968126,高腾亚洲收益基金M 类(人民币对冲) –累积,其他债券,0,0,2024-07-03,8.9700,0.0300,1.59
968149,高腾亚洲收益基金M 类(美元) – 累积,亚洲债券,0,0,-,$-,-,-
968150,高腾亚洲收益基金M 类(美元) – 派息,亚洲债券,0,0,-,$-,-,-
013592,南方中债1-3年国开行债券指数E,短债,0,0,2024-07-04,1.0621,0.0000,2.23
013656,博时臻选纯债债券C,纯债,0,0,2024-07-04,1.0830,0.0000,2.34
013594,南方中债7-10年国开行债券指数E,利率债,0,0,2024-07-04,1.2748,-0.0003,5.02
013593,南方中债3-5年农发行债券指数E,利率债,0,0,2024-07-04,1.1294,-0.0002,3.25
012338,中信建投双鑫债券A,积极债券,0,0,2024-07-04,1.0037,-0.0014,1.56
159743,博时中证湖北新旧动能转换ETF,大盘平衡股票,0,0,2024-07-04,0.6620,-0.0167,-21.65
012128,汇添富彭博中国政策性银行债券1-3年指数A,短债,0,0,2024-07-04,1.0477,-0.0001,2.22
012339,中信建投双鑫债券C,积极债券,0,0,2024-07-04,0.9929,-0.0014,1.36
012129,汇添富彭博中国政策性银行债券1-3年指数C,短债,0,0,2024-07-04,1.0442,-0.0001,2.16
013519,易方达汇智平衡养老三年持有混合（FOF）A,标准混合,0,0,2024-07-02,0.8879,-0.0043,-0.33
970052,方正鑫悦一年持有债券A,积极债券,0,0,2024-07-04,1.0382,-0.0003,1.41
970053,方正鑫悦一年持有债券C,积极债券,0,0,2024-07-04,1.0283,-0.0003,1.20
013678,富国信享回报12个月持有期混合A,沪港深保守混合,0,0,2024-07-04,1.1065,-0.0015,8.69
013679,富国信享回报12个月持有期混合C,沪港深保守混合,0,0,2024-07-04,1.0946,-0.0015,8.46
013447,华宝中证智能制造主题ETF联接A,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.7021,-0.0084,-8.70
012505,华安民享稳健养老目标一年持有期混合（FOF）A,保守混合,0,0,2024-07-02,0.9907,-0.0003,2.19
012382,宏利新兴景气龙头混合A,沪港深积极配置,0,0,2024-07-04,0.6208,0.0035,27.74
013448,华宝中证智能制造主题ETF联接C,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6965,-0.0083,-8.84
012383,宏利新兴景气龙头混合C,沪港深积极配置,0,0,2024-07-04,0.6108,0.0034,27.33
013294,东方红智选三年持有混合A,沪港深积极配置,0,0,2024-07-04,0.6208,-0.0009,-4.96
013295,东方红智选三年持有混合C,沪港深积极配置,0,0,2024-07-04,0.6151,-0.0008,-5.11
012559,天弘中证沪港深科技龙头指数A,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6437,-0.0021,-4.76
012560,天弘中证沪港深科技龙头指数C,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6369,-0.0020,-5.36
013517,易方达悦浦一年持有混合A,沪港深保守混合,0,0,2024-07-04,1.0636,-0.0003,3.91
013518,易方达悦浦一年持有混合C,沪港深保守混合,0,0,2024-07-04,1.0521,-0.0003,3.70
013603,易方达均衡优选一年持有混合A,沪港深积极配置,0,0,2024-07-04,0.9761,-0.0029,-4.72
013604,易方达均衡优选一年持有混合C,沪港深积极配置,0,0,2024-07-04,0.9659,-0.0029,-4.96
012653,易方达优势领航六个月持有混合（FOF）C,积极配置 - 大盘平衡,0,0,2024-07-03,0.7998,-0.0054,-3.93
012652,易方达优势领航六个月持有混合（FOF）A,积极配置 - 大盘平衡,0,0,2024-07-03,0.8060,-0.0055,-3.77
013613,宝盈国家安全沪港深股票C,中盘成长股票,0,0,2024-07-04,1.1504,-0.0064,-5.33
012053,财通资管新聚益6个月持有期混合C,保守混合,0,0,2024-07-04,1.0099,-0.0027,1.07
013129,汇添富中证沪港深消费龙头指数A,行业股票 - 消费,0,0,2024-07-04,0.6748,-0.0024,-1.30
012052,财通资管新聚益6个月持有期混合A,保守混合,0,0,2024-07-04,1.0189,-0.0028,1.27
012789,汇添富双享回报债券A,积极债券,0,0,2024-07-04,1.0289,0.0001,5.61
011951,国寿安保安弘纯债一年定开债券,纯债（封闭式）,0,0,2024-07-04,1.0194,0.0005,3.63
516810,华夏中证农业主题ETF,行业股票 - 消费,0,0,2024-07-04,0.6514,-0.0118,-10.89
013130,汇添富中证沪港深消费龙头指数C,行业股票 - 消费,0,0,2024-07-04,0.6710,-0.0024,-1.32
013559,招商均衡回报混合A,沪港深积极配置,0,0,2024-07-04,0.7104,-0.0046,-3.75
012790,汇添富双享回报债券C,积极债券,0,0,2024-07-04,1.0185,0.0001,5.39
159779,招商中证消费电子主题ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.6102,-0.0040,-2.59
159711,华夏中证港股通50ETF,香港股票,0,0,2024-07-04,0.9362,0.0045,8.38
013436,大成景气精选六个月持有混合C,沪港深积极配置,0,0,2024-07-04,0.8118,-0.0021,9.76
013560,招商均衡回报混合C,沪港深积极配置,0,0,2024-07-04,0.6952,-0.0046,-4.15
012251,安信平衡增利混合C,沪港深灵活配置,0,0,2024-07-04,1.1098,-0.0048,10.99
013435,大成景气精选六个月持有混合A,沪港深积极配置,0,0,2024-07-04,0.8251,-0.0021,10.10
013394,信澳价值精选混合C,沪港深积极配置,0,0,2024-07-04,0.6924,-0.0057,-2.56
012250,安信平衡增利混合A,沪港深灵活配置,0,0,2024-07-04,1.1230,-0.0047,11.31
159712,国泰中证港股通50ETF,香港股票,0,0,2024-07-04,0.8792,0.0043,7.86
013393,信澳价值精选混合A,沪港深积极配置,0,0,2024-07-04,0.7076,-0.0058,-2.16
970072,华安证券合赢添利债券,普通债券,0,0,2024-07-04,1.0085,0.0001,1.70
516620,国泰中证影视主题ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.7165,-0.0190,-24.97
013588,工银稳健瑞盈一年持有债券A,积极债券,0,0,2024-07-04,1.0220,-0.0005,3.17
012796,汇安裕兴12个月定开纯债债券,纯债（封闭式）,0,0,2024-07-04,1.0695,0.0001,1.95
159707,华宝中证800地产ETF,行业股票 - 金融地产,0,0,2024-07-04,0.5385,-0.0179,-15.52
013589,工银稳健瑞盈一年持有债券C,积极债券,0,0,2024-07-04,1.0111,-0.0005,2.96
012334,上银慧尚6个月持有期混合A,保守混合,0,0,2024-07-04,1.0277,-0.0015,2.62
012405,天弘国证建材指数A,行业股票 - 其它,0,0,2024-07-04,0.5893,-0.0109,-9.04
013657,同泰同欣混合A,沪港深保守混合,0,0,2024-07-04,0.8845,-0.0001,1.17
012335,上银慧尚6个月持有期混合C,保守混合,0,0,2024-07-04,1.0120,-0.0015,2.30
012419,天弘国证建材指数C,行业股票 - 其它,0,0,2024-07-04,0.5862,-0.0107,-9.13
012019,国投瑞银安泽混合A,沪港深保守混合,0,0,2024-07-04,0.9843,-0.0084,-7.13
013658,同泰同欣混合C,沪港深保守混合,0,0,2024-07-04,0.8752,-0.0001,0.95
012020,国投瑞银安泽混合C,沪港深保守混合,0,0,2024-07-04,0.9828,-0.0083,-7.17
013734,红塔红土盛丰混合C,积极配置 - 大盘平衡,0,0,2024-07-04,1.0657,-0.0040,8.95
013733,红塔红土盛丰混合A,积极配置 - 大盘平衡,0,0,2024-07-04,1.0739,-0.0041,9.10
009517,人保福欣3个月定开债券A,纯债（封闭式）,0,0,2024-07-04,1.0282,0.0001,1.54
007182,万家沪港深蓝筹混合A,沪港深积极配置,0,0,2024-07-04,0.6075,0.0023,8.81
013581,中海海颐混合A,沪港深保守混合,0,0,2024-07-04,0.9308,-0.0016,-5.23
009518,人保福欣3个月定开债券C,纯债（封闭式）,0,0,2024-07-04,1.0255,0.0001,1.47
007183,万家沪港深蓝筹混合C,沪港深积极配置,0,0,2024-07-04,0.6002,0.0023,8.67
013582,中海海颐混合C,沪港深保守混合,0,0,2024-07-04,0.9237,-0.0016,-5.38
970040,天风六个月滚动持有债券C,普通债券,0,0,2024-07-04,1.1261,-0.0001,2.27
970039,天风六个月滚动持有债券A,普通债券,0,0,2024-07-04,1.1542,-0.0001,2.43
013382,中欧甄选3个月持有混合（FOF）C,积极配置 - 大盘平衡,0,0,2024-07-02,0.6483,-0.0056,-7.39
013381,中欧甄选3个月持有混合（FOF）A,积极配置 - 大盘平衡,0,0,2024-07-02,0.6623,-0.0057,-7.02
013711,广发成长新动能混合C,标准混合,0,0,2024-07-04,0.8258,-0.0134,-16.75
013333,东兴兴瑞一年定期开放债券C,信用债（封闭式）,0,0,2024-06-30,1.3224,0.0002,3.64
013366,汇添富产业升级混合C,沪港深积极配置,0,0,2024-07-04,0.5497,-0.0018,-1.49
013365,汇添富产业升级混合A,沪港深积极配置,0,0,2024-07-04,0.5586,-0.0018,-1.19
516350,易方达中证芯片产业ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.5685,-0.0089,-11.87
012467,嘉实策略精选混合C,沪港深积极配置,0,0,2024-07-04,0.5057,0.0015,-9.34
012454,淳厚鑫悦混合A,沪港深积极配置,0,0,2024-07-04,0.5861,-0.0011,-0.96
013136,惠升和怡一年定开债券,纯债（封闭式）,0,0,2024-06-30,1.0209,0.0001,2.38
012293,泰康鼎泰一年持有期混合C,沪港深保守混合,0,0,2024-07-04,0.9970,0.0000,1.24
012037,招商和惠养老目标日期2040三年持有期混合（FOF）A,目标日期,0,0,2024-07-02,0.9005,-0.0026,-1.39
012471,中加邮益一年持有混合A,沪港深保守混合,0,0,2024-07-04,1.0173,0.0004,0.16
012466,嘉实策略精选混合A,沪港深积极配置,0,0,2024-07-04,0.5166,0.0016,-8.97
159718,平安中证港股通医药卫生综合ETF,行业股票-医药,0,0,2024-07-04,0.5067,-0.0060,-26.68
012455,淳厚鑫悦混合C,沪港深积极配置,0,0,2024-07-04,0.5782,-0.0011,-1.21
012292,泰康鼎泰一年持有期混合A,沪港深保守混合,0,0,2024-07-04,1.0073,0.0001,1.45
012647,中欧洞见一年持有混合,沪港深积极配置,0,0,2024-07-04,0.7369,0.0010,-6.26
012472,中加邮益一年持有混合C,沪港深保守混合,0,0,2024-07-04,1.0047,0.0004,-0.10
012751,建信纳斯达克100指数（QDII）A 美元现汇,QDII美国股票,0,0,2024-07-03,$0.3606,0.0032,21.37
012753,建信纳斯达克100指数（QDII）C 美元现汇,QDII美国股票,0,0,2024-07-03,$0.3513,0.0031,21.22
012752,建信纳斯达克100指数（QDII）C 人民币,QDII美国股票,0,0,2024-07-03,2.5050,0.0230,22.02
013453,交银国证新能源指数（LOF）C,行业股票 - 其它,0,0,2024-07-04,0.7655,-0.0060,-10.15
013720,新华增怡债券E,积极债券,0,0,2024-07-04,0.9712,-0.0032,-1.87
012180,浦银安盛创业板ETF联接C,大盘成长股票,0,0,2024-07-04,0.5532,-0.0040,-11.40
012179,浦银安盛创业板ETF联接A,大盘成长股票,0,0,2024-07-04,0.5575,-0.0040,-11.27
013770,博时稳益9个月持有期混合C,沪港深保守混合,0,0,2024-07-04,1.0431,-0.0011,3.07
013769,博时稳益9个月持有期混合A,沪港深保守混合,0,0,2024-07-04,1.0514,-0.0012,3.22
012486,建信汇益一年持有期混合C,沪港深保守混合,0,0,2024-07-04,0.9790,-0.0015,1.60
012485,建信汇益一年持有期混合A,沪港深保守混合,0,0,2024-07-04,0.9895,-0.0015,1.81
013551,汇添富品牌价值一年持有混合C,沪港深积极配置,0,0,2024-07-04,0.7468,-0.0031,-0.32
013550,汇添富品牌价值一年持有混合A,沪港深积极配置,0,0,2024-07-04,0.7583,-0.0031,-0.01
970046,东海证券海睿健行灵活配置混合A,灵活配置,0,0,2024-07-04,0.4406,-0.0063,-17.63
013780,华夏鼎丰债券,纯债,0,0,2024-07-04,1.0666,0.0001,2.31
012031,光大保德信纯债债券A,纯债,0,0,2024-07-04,1.0572,0.0004,3.05
970047,东海证券海睿健行灵活配置混合B,灵活配置,0,0,2024-07-04,0.4558,-0.0065,-17.64
013469,泰信低碳经济混合A,积极配置 - 大盘平衡,0,0,2024-07-04,0.5518,0.0017,-3.28
012032,光大保德信纯债债券C,纯债,0,0,2024-07-04,1.0496,0.0004,3.06
013470,泰信低碳经济混合C,积极配置 - 大盘平衡,0,0,2024-07-04,0.5445,0.0017,-3.53
851836,海通安裕中短债C,短债,0,0,2024-07-04,1.1200,0.0001,1.56
851830,海通安裕中短债A,短债,0,0,2024-07-04,1.1295,0.0001,1.73
013476,华宝中证智能电动汽车ETF联接C,大盘平衡股票,0,0,2024-07-04,0.4855,-0.0018,-8.31
013475,华宝中证智能电动汽车ETF联接A,大盘平衡股票,0,0,2024-07-04,0.4894,-0.0018,-8.18
012055,鹏华安康一年持有期混合C,沪港深保守混合,0,0,2024-07-04,0.9980,0.0000,4.34
012054,鹏华安康一年持有期混合A,沪港深保守混合,0,0,2024-07-04,1.0087,-0.0001,4.54
159739,鹏华中证云计算与大数据主题ETF,行业股票-科技、传媒及通讯,0,0,2024-07-04,0.7587,-0.0147,-12.86
013690,湘财久盛39个月定期开放债券C,纯债（封闭式）,0,0,2024-06-30,1.0104,0.0002,1.19
013689,湘财久盛39个月定期开放债券A,纯债（封闭式）,0,0,2024-06-30,1.0090,0.0001,1.33
968056,海通亚洲高收益债券基金 H 人民币,亚洲高收益债券,0,0,2024-07-04,62.5258,-0.0168,-
012038,银华尊颐稳健养老目标一年持有期混合（FOF）A,保守混合,0,0,2024-07-02,0.9227,-0.0036,-0.91
010641,财通稳进回报6个月持有期混合C,沪港深灵活配置,0,0,2024-07-04,0.9969,-0.0002,-0.40
516730,浦银安盛中证证券公司30ETF,行业股票 - 金融地产,0,0,2024-07-04,0.6886,-0.0121,-13.87
012399,南方永元一年持有债券A,积极债券,0,0,2024-07-04,1.0148,0.0004,4.11
012167,浦银安盛颐享稳健养老目标一年持有期混合（FOF）A,保守混合,0,0,2024-07-03,0.9185,0.0007,1.98
